id,restaurant_id,work_hour
1113,2327b609-3a36-44ef-8f6c-eadf55d1f781,Nov-24
1114,08e28a5c-f613-4d21-8b7d-de5b5477d2bf,11:30-23:30
1115,ec37127d-909d-4c62-8923-ff652ed54092,Nov-23
1116,c081eff6-6036-2686-4a38-4f9000536c95,"12-16،19:30-23"
1117,871a0ff2-09c2-4a21-8962-0737560786c4,"12-16،19:30-23"
1118,98262a7b-c9fc-4363-a857-35aaa7457353,Jul-23
1119,88443026-7a17-473f-8702-2a808d14b828,Dec-24
1120,6fa6a0a8-2d0a-4dd5-956d-07f29f2efca8,Dec-24
1121,97b758e5-1d4a-4fa2-9795-8fc3819090d8,Dec-24
1122,236c55c8-31ca-438a-994d-89d112920bb2,Dec-24
1123,36af572c-7a8d-4583-b734-93e3bc393702,Dec-24
1124,a6d01b24-f757-4c06-8496-5eeb0f781a63,Nov-24
1125,9010ca06-a6c0-4b3e-9427-81cb738d42a2,Dec-23
1126,59f8d163-3a95-4461-8064-d1f457d5406f,Nov-23
1127,1dcbee27-20e3-4072-bb2f-d54f0ca39b41,Oct-24
1128,e55e56b0-a0cc-4d61-84fe-8f32a510dcd4,Dec-24
1129,2e60e86a-31a6-444e-aaca-fba8e2fe183b,Dec-24
1130,652014dd-8c9a-4a34-aa4f-3bf75f7e8e01,Jul-24
1131,41c3175c-89db-4c6c-9ce1-dc2ceed2fb34,Mar-24
1132,ae0851c8-5a3a-460c-8ccf-9401c667e556,Nov-23
1133,71a17b7d-e5af-42da-85ab-e58c161c5b7b,Aug-22
1134,872bacee-4eff-4192-9110-63254ab66361,Dec-24
1135,05fdcb9a-6e4b-4d9d-81bd-cf0d29c3a534,Nov-24
1136,c234ce2d-2002-45f8-b912-5ec673e87716,Dec-24
1137,e518206d-561c-4a0f-b5aa-8fe3ccdb7bc6,Aug-24
1138,8de9c28f-5159-4655-9544-1a26c2cc2b34,Dec-24
1139,8e7fefc5-f1a5-447c-b0f5-badc29990568,12-16:30/19-24
1140,2b265d1f-5715-4873-a1f8-f31cd7939819,Dec-23
1141,3f39f384-b2fc-4646-9886-1d7103cfd641,Nov-24
1142,0d3ae1a4-0cd1-4fab-abb0-9689addb1f8b,Sep-23
1143,88ab55a1-a17c-4eb5-b0e7-27c5e7a10a7e,Sep-24
1144,f0afa8c1-0fac-4b11-9d20-d3fe57739240,Dec-24
1145,a28c568b-5459-486b-8f51-f2fbc2bd778f,11:30-23:30
1146,8f8663aa-690e-4f6b-b08b-d9b630042c28,11-16:30/19-22
1147,82e699d8-b67a-4edb-9c03-aaf36fea20b9,11-16:30/19-22
1148,7a43761d-a03f-43f7-ac9f-4c5d1ac41d46,19-24
1149,b05a55fc-6d05-4fac-9e4f-5265e3a5c9a3,Nov-24
1150,032ee3ab-c8d3-4418-a1f5-ca77ca536f25,Jul-24
1151,af3f603a-3d8f-419e-bbca-73ca44557bf4,Dec-24
1152,b0673003-f73a-4458-9046-cddd9464f16a,Dec-24
1153,59135e42-f6b6-4375-9fa8-38bd2df75186,11-23:30
1154,f65ab252-f10a-4310-955b-1c55a7e0f785,Dec-24
1155,60ba6803-c911-451d-9449-a37ce4de9f44,Oct-23
1156,fa519dfd-d735-4af0-83cc-4d1cbc2fe909,7:30-23:30
1157,2af711df-80db-40d1-8dc1-fac03e25e12e,Nov-24
1158,f08cc41a-eb9a-4981-9431-effb40519083,12-23:30
1159,bcad8ee8-603c-48b2-aafe-02c83bb4588c,Sep-22
1160,9de623e8-0296-4688-b855-d56e017eb89c,Aug-24
1161,6b0a9e82-1faf-43e8-8dd0-b5bc5da211b7,Dec-24
1162,9c362c08-6e29-4c1e-bc2c-cb1405573a21,Sep-24
1163,f9b3e60e-52c8-4a7e-bcd5-84a06573b040,Jul-24
1164,0e3525c9-c914-4abe-b657-59bd02f95bd1,Dec-23
1165,94026b39-7a4d-493f-b99a-ab7cefa16760,Dec-24
1166,ad69a0ea-2b76-4054-8b0b-5937402ece15,Sep-23
1167,f032bf00-40aa-4c24-89cc-ba6b8bcabcb8,10:30-23
1168,8818e4a4-10fe-4837-b014-88238f3c6631,20-23
1169,f8b75aa1-2c07-4ae6-a533-b0bd0b4348a6,Sep-24
1170,2c052898-87a8-4ee6-9b44-ed4cb430b42b,Dec-24
1171,56e605bb-ad6a-4a58-8300-b73cbec107fb,Oct-21
1172,c6533049-9f92-45dd-9a08-665d052d2cc7,Oct-21
1173,57b941e2-289f-475c-af5a-a90f3c39d2b2,Oct-22
1174,10068163-7d65-4e22-bfa7-01663ec37c99,Nov-24
1175,4687688c-ed60-46fb-9fde-b2f44a8c5f78,Nov-24
1176,f35815db-174e-482d-8eed-97c6daddcc6f,Dec-24
1177,b47e9d16-dd79-47e6-a8a5-e40d8fec6ea1,11:30-24
1178,47a69e6b-a956-488e-b995-56a86e7300c6,Dec-23
1179,51acad86-4191-4627-a844-76675807d711,Aug-24
1180,f516b4ab-b8d6-4c3f-9005-154be73b0863,Nov-24
1181,2f41fad0-9953-46a6-8169-7c7d4a014d92,12-Apr
1182,bbfd1896-02e1-476d-bf94-921911f5f19b,Oct-23
1183,ff36b819-f1c2-4e2b-b5aa-56cb82471efd,19-23
1184,5d01c076-57c8-4afa-a65e-93030ae8efc1,11:30-23
1185,59108719-88d4-4565-8bf6-34a4e6c7fa9d,Jul-24
1186,740b7308-3a79-4a71-9dea-532be318d274,Nov-22
1187,c9662455-388d-4caa-aee6-d990a4f49b4c,Jul-22
1188,82f6fa45-4e92-4b95-979b-f157849b20d0,Aug-23
1189,f7997b37-f417-4472-a347-23493c0c12c7,Nov-23
1190,4c231d4e-fc79-411d-8bb3-0d176bfeb004,Nov-24
1191,f3059617-714c-4aa7-ae43-7eb696a614e9,Dec-24
1192,abf97939-0793-4a0d-a018-92d8de241308,11:30-23:30
1193,ec665a63-2ac9-4e76-a109-7e5cf67914cc,Aug-22
1194,494bb628-155e-4508-8045-a97062538da5,Aug-22
1195,5fcc8894-bbad-4c30-ad2d-776f6cc88b3e,Dec-22
1196,8261d58d-2d37-4beb-a027-7530bfd84843,Aug-24
1197,d212c564-8a31-41e4-92d5-48af6c6253bb,18:30-23
1198,ef27fec5-014d-41e6-af66-99c290fe251f,Nov-24
1199,5f4d2b9e-454f-4c69-bb15-cf33dcc1ff67,8-23:30
1200,425f8e1f-9dd1-4209-98dd-89250780ad73,Dec-23
1201,d3f60fca-bff6-4bcf-bf55-c50031069d7f,4-23:30
1202,7c50ee73-fd4c-4e4a-b504-d556657e4ef0,Dec-24
1203,bca4d1ef-f631-4215-81e8-c365fb3a5eda,9-23:30
1204,ec1020fe-d4d3-464c-80c5-aca22f427ac0,13-22
1205,036d48c4-ffef-4e75-80cc-8eb577983f7b,Nov-23
1206,70fcc107-6c31-4308-bdf0-d19a559c0e22,Sep-24
1207,51a3bf01-a570-4d93-b560-9ff4e89ee5e7,11:30-23:30
1208,0f463391-7779-441a-af76-2189a56debb2,11:30-24
1209,39364a1c-2660-44e9-9c69-fad6a66d932f,Jun-17
1210,c387029d-af1e-4a33-9337-13c654609d24,Dec-24
1211,0cbed070-5230-4d81-8bd9-5fd96abf40d4,18-24
1212,d3ae45f2-17d8-41e1-a8f1-9ad7a8cdcee0,Dec-24
1213,652e2075-4e5a-4a92-893f-46e16259427b,Oct-24
1214,b267c7a0-0899-4524-8bba-bc713b224b21,Dec-24
1215,f51bda50-0942-4898-a0ce-e4b6a0a03bf5,Dec-24
1216,33423a4e-a532-45c4-918e-091f233a1ef9,Nov-22
1217,f7a05136-7430-40f9-93bf-0fcdfc5901d0,Dec-24
1218,6a90f422-0e95-4eb7-94a9-314a31424e4d,19-23
1219,3934f8e8-cfea-4696-b5bd-7072e7f6bdd0,19:30-24
1220,4d770989-b1cc-4d58-a589-9ef4aa72b4bc,10:30-23:30
1221,15e5942b-93a9-41c4-a380-c66a29177d0d,11:30-24
1222,946e7b5a-e19f-4ada-b648-e678790a8028,Dec-24
1223,86ff2d03-e5bf-4725-ad35-39b2b2a85179,Dec-24
1224,240eaec1-8ceb-472e-965e-8d9941a6f18b,19-Feb
1225,6ffa715c-b75b-430c-aa5f-c06a0e3a3405,Dec-24
1226,4bcec32c-88e9-4028-8d1c-9cd548d87fb8,10:30-24
1227,d6157e41-946a-4782-81ae-4a92389ffa0d,Dec-24
1228,bfd4b2f1-9076-42cf-b032-de732f6be37f,18:30-23
1229,23dffcec-cf51-4b0c-b0a8-e497232fda37,8:30-24
1230,f7e65df4-dd9f-40f0-b1cd-e69199e8e18e,6:30-23
1231,001d112a-100b-4e4c-a6a1-9bb5a4b2a1c1,12-23:30
1232,26b2265d-d230-4168-8133-11eae07f5e43,Dec-24
1233,59910cc9-5fc9-44c6-b07a-31af7e676537,Dec-24
1234,133cbcbf-ee7a-4066-b831-956593941b50,11:30-23:30
1235,b652c6a8-1dff-4b53-8c95-9464b615cee0,10-23:30
1236,18caca88-010a-46ed-89c0-0b4957480b24,8:30-22:30
1237,7338edf6-ae20-4de1-a533-ac12a60b3871,Dec-24
1238,d68aef3d-f132-4536-b536-447f89b44a49,رستوران
1239,22284559-3424-4497-8cf0-ad595a3864f6,11:30-23:30
1240,ff78c546-3e0c-4b83-938a-3b7c62b06240,12:30-23:30
1241,1a282215-83b3-21df-6f10-9e20fe0f4bae,11-23:30
1242,00ad61e4-c190-4f8a-b111-5f36da7a40b4,9-11:30
1243,f57f5fbf-a7be-46c4-a450-b711d3c9fca5,8:30-24
1244,a1753def-6f83-4f88-a43d-548aee474b14,8:30-22
1245,7bad2062-9989-40b2-a0f8-79af12bd257a,12-16/20-23
1246,c45adfd4-2abe-4c46-b1b8-3a7293f27186,7:30-23:30
1247,4207d50e-9126-4c47-b76f-cd487949848c,11:30-23:30
1248,79a76a79-57d1-437a-9309-e0566254f001,12-Apr
1249,d0725b22-cc22-4e65-a51a-a5ad903b7ea3,Dec-24
1250,1bbeed15-e0e3-4eae-b49c-81109ed91243,Jul-23
1251,8e312424-ae2f-4e2d-95c9-ca43c70e4b0b,Nov-24
1252,124cb091-88d5-45c3-a608-7108a9b6edc9,Dec-24
1253,e114d301-37e1-4e29-ab63-d88e7e67a0e8,10:30-24
1254,25ba69c3-fc6f-4684-a3ff-505f1b37bed6,Nov-24
1255,b99575c0-57b3-44f7-804b-f2fed4db8670,7:30-24
1256,3daf0fcd-e658-4e92-9252-01cfa3507765,17-24
1257,de042d12-5263-4be1-bf13-7eb309589121,Dec-23
1258,504cbcbe-17ef-4b5f-af08-334cf3761563,Aug-24
1259,7234994e-5334-4a5d-96fd-aff54fcf9ffc,Dec-23
1260,dc478101-4958-4497-bbff-7200548574b7,Sep-24
1261,ce86b1c5-45d2-4a28-9c70-b137a91f12fa,10:30-23
1262,d10a971c-501e-4c71-8d26-610be1925a40,Sep-22
1263,97a235b5-524b-468e-a6c9-44b48cd9be08,04-Dec
1264,0ec5b357-4acd-45b9-bd51-4aa388910da3,Dec-24
1265,d231e6a8-f0a7-4c2f-a14b-de1eb3eec316,Aug-24
1266,7496ab46-7c84-4438-b5d4-77a6a1ae9291,Dec-24
1267,728dcdf9-68cc-44b4-8382-5ad0e5973547,Nov-23
1268,4b969ba2-15b8-4092-806b-87cab5e303f9,رستوران
1269,1bbaf8fb-b7ff-4167-89ad-a78b5059f179,11:30-24
1270,4788cfb6-0db5-43d7-97cc-64657e182caa,11-23:30
1271,52ce479a-ad48-4a34-907c-7b7eafba21b7,Dec-24
1272,7b33e2e7-089e-4442-827d-5963a794b9d4,Dec-24
1273,156aa389-2019-4b9a-8dbf-dfb9ed582e43,Dec-24
1274,b22867d3-20f4-4ce5-8c18-4ee24bfa5c75,12-23:30
1275,8ee8a715-dde4-4504-b6e1-fec325dddca8,Mar-24
1276,d0fae977-0631-4b8d-81f8-2a0f03d1f9ad,11-23:30
1277,92a2773e-7f11-4aee-a56f-8c57a37cbcb1,19:30-23:30
1278,634b2203-4501-4f7a-b7a7-ad2a9464d224,19:30-23:30
1279,c64892cb-feee-42d6-9a96-4b9b64a30c03,Dec-24
1280,ad3934e8-06cf-4f2a-9031-37f58d39e0f6,12:30-23
1281,6c3de387-28ff-48e8-9dc9-df4a48ed46c3,11:30-24
1282,525600fb-e972-4137-a18b-8d26c4d1588c,Nov-24
1283,8f2215cd-1de6-4c12-a309-17c238241946,Mar-24
1284,6dbd6fa8-f5fc-498d-b836-9f887d1163a6,19-23:30
1285,b481a8f3-8117-4ef3-9311-8b8216eff9b6,11:30-24
1286,b44c9296-2817-4839-a281-5f26c0b9c9b8,Dec-24
1287,8c814009-a047-4104-9bce-591184e9f954,19-23
1288,21809f94-2355-46b9-8a72-0d31a94accd0,19-22
1289,3922441b-1091-4dd0-8fe0-b1e6f826d0e2,رستوران
1290,8a8616ba-de22-4ab0-ae20-326ac968d61b,Nov-24
1291,a38248f8-1fd8-4a80-8e46-8d6bd23803e8,Dec-17
1292,03a10d62-9224-484a-9294-d7cadabe39af,Nov-23
1293,32061aaa-fb59-4315-a201-6299bc616273,Oct-24
1294,c9e6a0f4-5f43-45e4-9aba-286ec0949177,Aug-22
1295,97763c13-3c99-406c-ada6-171482ab872c,11:30-24
1296,48954ff4-172f-4039-aeab-d6f0d941ecdd,Dec-24
1297,64d3e275-3184-477b-9e92-dd411d5b77e3,Dec-23
1298,bdbeccf2-e3f7-47bf-8a47-af22ee86a4dd,10:30-24
1299,77157e09-890e-473b-8e53-b4e3a849f937,Aug-24
1300,571a274a-9d76-4cf1-b9a2-f619556f014a,12-23:30
1301,689bbf9c-917c-47e0-a297-9a130bef8624,11:30-23
1302,74b87bd4-d77b-4a1e-bf43-7c6b004fbc3f,Dec-24
1303,f3f23231-c72a-4207-a362-be88cfa82eda,Oct-23
1304,8a55ddf0-ff30-444b-ab73-9dca4179d5ae,Dec-24
1305,6b53e456-8346-4451-891e-f37d3ef03746,11:30-23:30
1306,869be9f9-f8d4-4c75-8498-92b467020690,11:30-24
1307,77d969b3-f012-4ff5-aa04-fd6a27ffdfec,Dec-24
1308,53cacc7a-e288-4b5c-8f6a-6aed83805d47,23:30
1309,8736b08e-59d1-4416-bbc4-6cd7767cc6b1,Dec-24
1310,9c6664b3-4afc-4951-854b-7c4141dad79d,Nov-24
1311,0824f4e6-da0d-4e7a-b4a7-539fc53a9c07,16-24
1312,f6172c9d-9530-48f0-84d0-56187dbcdb16,Nov-24
1313,5c7455bb-56f0-4a45-8064-797766a12bc5,Aug-24
1314,e88da701-1cc6-402c-ac21-d617f2fbfc46,Dec-24
1315,b219fcc4-16dc-4a45-b0ae-82dadbd3c3b4,Aug-24
1316,d1395bd6-f131-475a-b0b0-e6cd14e72c6b,Dec-24
1317,c3b17a39-48e7-444f-a90a-ee39c8749803,Dec-24
1318,9d10a626-fc0f-4e92-aa7e-f518856c4d5e,Oct-23
1319,7924f7be-6ad0-4de5-955b-660d643cc021,11:30-23:30
1320,299da3d9-1285-4599-b404-72f0661f8ace,8:30-23
1321,f3a1f654-e8cd-42cd-9827-e122c82931bf,Dec-24
1322,408cf89f-0d21-4575-b912-32c3a101b1d1,Nov-23
1323,b7aadbcb-9571-4a62-ab46-a2c6e991922b,Aug-24
1324,7987da8d-b4be-452a-a269-171500969ad1,Nov-24
1325,c031fde5-7e0e-44a7-8937-5b074abf632c,8:30-23
1326,bb6d4d5e-9a14-49c6-874d-73ec6646be71,Nov-24
1327,b867b6cf-6204-411a-a0ac-af0651e16b97,Nov-24
1328,1c2400f0-71f5-4916-995c-dd265c347c85,11:30-24:30
1329,5ff4dd97-ad25-455e-a0da-4aafb88e2ba4,Oct-24
1330,cda9d4ed-a39e-436c-b39e-2fc79780f1c7,Aug-22
1331,be368f7b-13ef-22c5-2311-8067076da728,19-23
1332,597f17e1-642f-4983-8168-97b783e03571,Jul-22
1333,b6292564-95cd-4890-810e-947be905d93c,Dec-24
1334,6f30ac27-1057-48f9-8180-2d7df2843317,Sep-21
1335,6725eab1-9b2f-4ad0-8a3a-25067c57d95e,12-23:30
1336,b4721448-a54e-4ae0-b896-b8d09729e4f9,Dec-24
1337,85b7ea6f-37e6-40b6-b2f0-95eceb6ce8e7,Dec-24
1338,cf185263-800e-4f4f-ac8a-ee9a88ac1f9a,Nov-23
1339,a045cd63-1e9e-c6c1-69cc-a1ee833ff195,10-23:30
1340,c39f1d18-d6e3-4983-ab21-f7137cfc5773,12:30-23
1341,a6ea211e-9ef4-491a-869a-6c34e7f82dae,Oct-24
1342,58b27db3-85db-4661-9cfd-4fd80de4512f,11-11:30
1343,f7b982af-be0e-493a-8f68-096031a0ac1b,Nov-24
1344,cc86375a-efff-41c0-99c2-2e38c8979b68,Nov-24
1345,f26d7217-a0d1-4e9a-8c4b-6c455a90eea6,7:30-23:30
1346,6586c0d4-a14c-42cd-b09f-cc3656cfadec,12-23:30
1347,447a3da7-9b78-4895-944b-9b501187ceed,Dec-24
1348,95a25073-e7b5-40fe-bf15-ca81d88878b8,Dec-24
1349,8f35bfe2-a9f1-44cb-a6fd-5f5b4a3c8df5,9:30-24
1350,efa53910-f566-41c3-a6d1-636ebe986f5b,Dec-24
1351,cc344de2-7842-4790-8386-b6d5418241fb,11-23:30
1352,f7e712c0-b44b-433e-b9e6-b52e140fe9e4,8:30-23
1353,dd5ba9b8-5912-4609-a4b9-48c095e77beb,8:30-20
1354,575bd36c-e1d5-4e77-b9b4-feab44f9b8c0,Dec-23
1355,1e262100-12d1-4efa-9747-fa2f7114c3d7,Sep-24
1356,7ac1be01-ea40-4aa1-9051-921b385199a9,Nov-24
1357,6256851d-571f-4911-be98-9e6c20119ee2,Dec-23
1358,af2d4f9c-feef-4928-8cfd-f7fea4a4ea5a,Dec-24
1359,0a7c00aa-a8dc-4eb0-8cb9-a8b42c3c54e5,11:30-24
1360,ba4163a9-c230-468e-90ef-fc3d789a2250,Aug-23
1361,2cd5240f-5cba-42ce-ac50-73ffeefb425b,Nov-24
1362,82d02aab-da4d-4100-9363-6be0e0138b17,11:30-24
1363,5d21d745-889f-43b4-b5e9-ec7130683653,Sep-24
1364,6b20ac27-f25d-479d-b644-2b4ed79ed9a1,Sep-24
1365,772194ca-4b10-4eee-b8a0-d79430b629d0,Nov-24
1366,fa11962d-3dc6-48ce-934e-373a6d683083,Oct-24
1367,dd67432a-0645-43d2-8334-db72db5209aa,19-24
1368,3b5686ac-c546-4de3-9662-936e6de1c42b,11-23:30
1369,042d61d0-57a1-4280-b16e-0d1fe3178e30,Dec-24
1370,72488a1b-edd0-475b-864b-53147f60e30a,رستوران
1371,c3fc553a-bdd9-43b6-ba5e-5ec2d6e0cace,Dec-24
1372,ebfe62c5-70ef-4f6c-ad69-190cf376e963,Jul-24
1373,b76eeadf-44a3-4ffb-ba42-beeabd90b3e7,Dec-24
1374,83885b65-2307-4572-a59e-994b6be9acc0,11:30-23
1375,a4ac5a8a-19e7-4702-889f-252e6d306b8e,12-23:30
1376,1b2dd809-d271-af30-34af-15ffcde1cc1e,Sep-24
1377,838ab04e-46b8-f356-0c58-420cbab1af82,11:30-23:30
1378,1ffeb645-aab2-428b-9f3f-5d2e56bf7ba5,Aug-21
1379,dd85ab17-cf80-43d0-9805-f24d9b764a5e,Dec-24
1380,20b1353f-0865-4074-9616-7ce37b01da57,Apr-24
1381,07b3a35c-a286-41a6-81ba-89ac7b76b602,11:30-24
1382,d01113bf-18b7-4725-84c9-6f3c9e1421bd,Aug-24
1383,2f27ec4e-24a3-4e6e-938b-c3617f956ec3,Jul-23
1384,7b4b8f4b-5cb2-41f2-84b5-e810de1e8f87,9-23:30
1385,b33c6e66-4bae-42b7-8abe-1f4b1b5a4cca,Oct-23
1386,bc2564b7-258b-4ce5-9cf2-de84be25abfe,Aug-24
1387,06b14848-81d6-429e-8ec7-d65555fb0339,Aug-24
1388,5b368233-f726-425d-b611-36747fdef4f8,Oct-23
1389,79b55d91-8f37-b834-9878-26c74f041613,19-22:30
1390,3d10f023-209d-438a-a161-8c3b5cbef9e6,Oct-23
1391,3134e92b-35a7-4b3d-a8b7-ad715e0a0c5a,20-24
1392,e22c622f-ccd5-4df1-b8a7-5e67f04f22a3,Dec-24
1393,7caa71ef-819d-40a6-93cd-3f79f98cc9a1,Dec-23
1394,a85d8217-af76-400f-ab00-20833cca90a9,Oct-22
1395,ad14f5d6-06c1-4482-abbf-4d7689f452d9,رستوران
1396,259dae19-22a0-4e81-8df6-8339e754c19f,"12-16:30،18:30-23"
1397,928c88bf-2810-4e99-9460-11d3c10e817a,Dec-24
1398,fbb6c41a-2eca-48ec-90af-c70a5e1aad3d,10:30-22:30
1399,e703c0f2-297b-40a6-9879-eeda6637d603,رستوران
1400,c6faa9cc-ed6e-f7ca-63bc-9740826ffa18,12-15:30/18:30-23
1401,1dc131c4-5049-2c83-7963-09eb429bca1a,Nov-24
1402,6a80cf74-3a53-4f83-9d81-b9a87df925e2,Dec-23
1403,299bd8a8-654d-f043-1373-97cb6e5783da,Dec-23
1404,233a82d2-9097-4ef8-ad35-59b23e1bca87,19-23:30
1405,e02d3f92-ee13-4fed-9123-216ca5c41f48,Sep-23
1406,e95c46b6-efb6-4b45-93a3-d63456f67173,11:30-23:30
1407,52bef507-cd8f-4938-b1a1-304f8d194875,7:30-23:30
1408,4e405379-0f2e-454a-9be5-c7c51e051ac2,Dec-23
1409,e87e885b-55c6-479e-aa89-c9b52fba88b0,9-22:30
1410,ff077ce3-eb5a-4606-af28-e86ca64c6c31,9:30-23
1411,3bee371f-618c-4e6c-a018-a157ac62744d,Aug-23
1412,75d01c30-920d-492e-94fd-f1972d704174,Aug-24
1413,506d7365-0853-4b26-884e-6b2ad41934dc,Dec-24
1414,899dbf87-9d08-45af-a248-db104017023b,Oct-24
1415,3f81d5bb-f9ae-420e-b5b8-22dba58f2811,12-22:30
1416,ec2badc8-c8ea-4c54-9627-01f93212d1a9,Oct-24
1417,a6faf883-29a6-4927-8054-2b1b46a6b72f,6:30-9:30
1418,3e8e9231-7e71-4ca4-bab6-7dfa6a1e2f6b,Dec-24
1419,c39d4fcd-de67-4f58-94dc-6ab503ef8022,11-23:30
1420,ea47fcce-c760-4455-95d6-5ff5af322cee,Nov-24
1421,a14da631-3669-4a5f-bcfb-255498cd28c8,Aug-19
1422,28e76d00-a4b4-430e-8521-005ce5c2bfd5,Oct-24
1423,cadfb489-2762-43f8-9cc2-7b7f233a0734,Oct-22
1424,e28757a1-aa9f-428a-aa4d-18afaf751c21,Dec-22
1425,1228dae8-cad5-46c3-ad89-a3325b78e777,Nov-24
1426,82ab7793-e111-4810-89ff-66930ba91570,12-23:45
1427,b5b40711-99de-49d8-bd3f-ac21945255fe,Dec-24
1428,3e8db51c-7890-4dd4-8657-6888db213bcb,Nov-24
1429,b72ea0b6-6af0-4995-bdda-cea33bd2237f,Nov-24
1430,b5af933b-f082-47e4-8bff-7066ea062162,Dec-23
1431,30c414d6-d944-40c1-ba05-617b795e4f13,Nov-24
1432,f0269fc1-845c-41d1-9ed2-b9ea1f2708c3,Dec-24
1433,8537e74a-e4a6-4fe1-8385-95c349bc2557,Nov-24
1434,aadb704c-c603-42e9-880c-fa361f4b2b2a,Dec-24
1435,c5a58970-f2b7-49a5-9240-e8da60b443ea,Nov-23
1436,a59f0794-046c-43d1-9002-532785fdde7f,Aug-23
1437,befdea38-3277-4ef5-bbf0-25ab91dd7b89,Nov-24
1438,f7b024ae-e1e0-4a74-8abf-286d2b6d2676,19-23
1439,d6f4a942-54ab-4d7a-b2f1-c4da47c0450f,Dec-23
1440,194ec0fa-d04f-454a-a04e-406661483a0b,Aug-24
1441,eb46e540-c58e-4d62-87ce-16ac20d166ff,Nov-23
1442,89fab570-7d66-4603-9b4e-9beb0461882c,Nov-24
1443,68693bcf-bd1a-4569-b550-a2a4d94675de,Nov-23
1444,6a98f607-9c85-475a-b1c0-be4071adcb9e,Dec-24
1445,66b55f1a-e6ed-418f-ba85-92f1f6ea8297,9:30-24
1446,025ef895-113e-45e1-9159-625063d55c3f,19-23
1447,90f2f4b4-7acb-473d-a98c-01eb1cc3f203,Sep-24
1448,79192e54-bb39-426f-9980-7d7346773de9,19-23
1449,fde85163-419f-4da1-8fa1-7cdaf175e92c,19-24
1450,4dce7ea5-86f7-4ff0-91d7-54831b8a5a96,8:30-23:30
1451,6a5e4596-cad6-41ae-b8de-5ff4236fe659,Sep-24
1452,4afe265e-a748-4350-8693-f990c1477367,Nov-24
1453,a1ac95a0-5815-45ad-a62f-0804e68ed83a,Jul-24
1454,c9cf0782-3c56-4ebb-a103-a54eab970a81,Jul-24
1455,da5e7468-c57a-43b9-a730-01357570c7f6,Sep-24
1456,66d41545-9d31-4b4b-a04c-24498cc5533a,Sep-24
1457,468b2286-396c-4b82-b054-961482822bee,8:30-24
1458,e221e480-db4d-4986-9893-1963f3425478,Dec-24
1459,2d7f948a-b6dc-4fe1-a889-708f9b8fe762,Dec-24
1460,154d51c5-c923-4a16-80b4-33539995c4a5,Dec-24
1461,07a723d3-cd1b-420e-9fca-5dbbf83abfab,8:30-24
1462,1469e51e-04af-439f-857f-8c8497eaf14d,Dec-24
1463,376a14be-2707-48bb-852d-4be710c8900f,Dec-24
1464,3edd61d8-f44e-43fd-86d0-3fd5f8138dfb,8:30-24
1465,a11668f4-88bc-47b5-8ef0-db367ae717f4,Jul-24
1466,a3b3e91b-9433-4093-bd3d-c6f8c0773618,7:30-23:30
1467,be0d5196-6f5a-4d2c-b167-9d22287ff066,12-14:30/19:30-23:30
1468,cc769ec1-3b37-439c-8754-5fb48f024010,7:30-24
1469,54b86c61-a5a5-4be6-862c-2b94e6ddae95,12:30-15/19-22:30
1470,7237c043-f3ff-4b43-8107-93038d116661,Dec-24
1471,ce97b781-f291-4bef-9c87-5bb1716f0764,Dec-23
1472,5fc27baa-6a48-456e-8696-a69c08d723ab,Dec-23
1473,b97a8c74-7fd8-4aab-bc74-69feffea9053,9:30-23:45
1474,72f9dd0a-5fa7-4389-8814-6933978eec81,Dec-24
1475,1f9baf80-fa95-459d-8f76-1fb80d1e8efe,12-15/19-23
1476,dd7d8f64-45ec-4604-9aa9-5eb80353c64d,8-22:30
1477,31ad160a-02fc-4843-964f-a4fa798d1d7d,Sep-24
1478,5db3f607-2132-42ab-968b-b7bcd879da26,Jul-24
1479,ea066f33-d420-45f5-bf6f-a67da2718522,Oct-24
1480,ef38d0b3-4b40-4467-9581-7c67f5cd4301,Nov-23
1481,b6be3597-1279-40e0-b41e-38231945140f,Dec-24
1482,ec26774c-1041-419d-bb9e-ebf3d1ebbbd1,Nov-24
1483,cc7abfbc-73ef-427e-9b8d-0ba1f4e9e3b9,20-24
1484,fa8a25d5-6a57-4d60-a8e2-816f06bf34c4,Nov-23
1485,2533c948-3699-4462-abce-68b699828cbc,Dec-23
1486,0c675afa-4da6-4d4b-8129-bbd12ae63517,Dec-23
1487,31383368-c102-4592-ab18-919d2a65a3ef,Dec-24
1488,897f196e-747f-4da5-a0e2-eae205705dcf,10-21:30
1489,5283932d-464a-42ee-bd52-2ca07b404157,Oct-24
1490,05add997-6a03-4768-831a-46cb26d94c2b,10-17/18:30-23
1491,ff0e8254-1650-409a-9592-170be34f325c,Dec-24
1492,3a086643-8405-4964-b54a-6402208907e8,Oct-24
1493,80ec790f-0888-417c-9e4b-675dd0f86585,20-24
1494,bdb1be9d-765f-44ad-98d6-a98a2995edcb,18-24
1495,fa8217f4-1f64-4ec2-bba9-edf0e5aa71e2,Nov-24
1496,7e9ffaf3-8d93-4d2b-b32b-5418325dc4e9,رستوران
1497,b5a2ee8f-8f13-42b3-b3c3-a2c868367597,Dec-24
1498,00946d9b-2984-40b6-b147-30ff126a2a61,8:30-23:30
1499,8b8fd197-e5b1-4550-ae3e-8f4b83f2f87b,Sep-24
1500,3b20aec6-a5f1-4ca1-a8e3-6b4e047c7aeb,19-24
