id,restaurant_id,phone_number
54,8b29d6e3-7262-4894-a272-0a7b710ab51d,4133332425
55,f8a7d28c-5a89-4059-a58d-4eb3b00298f3,33285146
56,9d52ebce-a204-4a7c-aea0-79c3a82bf80e,9141150840
57,654047e9-ede0-461d-b72c-223d4a854250,4133314649
58,ce1b9a6f-1537-4cc9-b6d2-755985dcc6cc,4133292397
59,53163e8c-001c-4e61-9858-0fae8a56ba7b,33291989
60,69728a74-dec3-42c7-a2b4-a9419e5be2e9,33293999
61,b0ad0725-bcab-49bf-a98b-583800a21c47,4133298115
62,25036b46-c096-4950-8ee9-bcf27d5535c5,36600670
63,8419508f-d816-4cf8-95a3-f75adb6b9038,4133249214
64,09443d91-c248-4d0d-be90-1018940732f2,4133249214
65,5ef12e44-9ab1-49f6-b701-b21287ea6ef2,4133330034
66,ad17203c-ec0e-4588-820d-dc1147d28f1d,4136669702
67,38c7e926-9e62-453b-b0ae-33f4dde1958a,4133248280
68,8bf181a2-c16b-424a-8f01-2814c2f22650,4136566533
69,abfaa26e-e4b1-4696-8d7d-c67d562f2203,4133359968
70,b0b0f7c4-0070-49e0-b425-98fbca05fc74,4133361222
71,7f913ec4-56d7-4bfd-88cb-1ea50eb88efa,4133347607
72,7cb3eaa1-0252-462a-8776-744d8d3cd4ad,4136660742
73,ccdf76f8-f771-428f-b744-300d23c61d64,4133286624
74,811d76e0-a719-4e0e-b62b-242cfd8032f5,33250315
75,156348a6-2877-4d1c-99c3-b2a9820c30dd,4133375451
76,77c0b26b-6919-4fe6-aae1-de09b3bc5ae5,4133341207
77,9a7830ef-be30-4278-bf06-76f0077c7b5c,4133372129
78,edb5ef5f-e6ac-482e-83ec-813d7d247106,4133343439
79,adc4d673-b47b-4732-b787-80f03308add5,4136583744
80,52dc8bad-b40b-469e-ac01-877a84b8f9c8,4136583744
81,f5288884-3f0f-4fbe-83b0-7fb63c36e743,4133349028
82,75444e62-6356-4d15-b4a1-505263b8facc,4133375825
83,965b1e6d-0000-40fa-a67a-67af8d5b0673,4133365846
84,13c2fbe7-8ba0-421d-9400-c25cf5b680e5,4135402737
85,26612722-ea28-44c8-9786-c0dcbd967156,4136564393
86,af54cc2d-c5e6-430f-99ea-efa3f4a687f7,4133361949
87,c3ffb3bd-879b-4cbf-aeab-2b7210890c39,4136555107
88,e1bc680a-6d81-48a0-8f8f-4326fb392d3b,4133254545
89,9e75440c-0480-4275-8451-f4df810b01a8,4133378219
90,45fe5fc3-b82f-413e-b493-eadc687f2513,4133366618
91,b7a20041-9d10-47b3-8137-886c5bb1e2d8,4133348616
92,0b600ec3-f9ec-452c-aead-4bcdf1557c25,4135569487
93,8656ff83-b6f4-4442-b7a8-03c65577ae26,4133258808
94,2a7e1898-8058-4019-828c-11c84c34f892,4133372881
95,00e957cf-021c-490e-aaf3-a3d9ccb51ebe,4133377241
96,5300031b-db39-4096-92b9-b0f49bc3b9dd,4133344411
97,fb3ff843-097a-4211-85b5-4a20cacbb40e,9056182325
98,46416f01-8ecb-4d8f-a900-cf1ed9517841,4133346101
99,58db02f3-9ec1-4b70-a0ab-dc45febb5138,4133374444
100,c1721d09-c3ca-4378-b775-b35dd7e5aff1,4133354585
101,b529c70e-28b6-4cee-ace7-a4ed4a44afd0,4133342042
102,32213c8a-4bbc-4068-944a-93c81417a776,36661110
103,bba75dad-4b6d-420f-8a5d-e84e31beec00,4133331400
104,1fad841c-fa6e-45d2-901f-56270430c75f,4135243397
105,8841d641-ee82-40cb-b15c-639cb9446554,4135567707
106,6ccb2c94-9bd2-4d5b-a7fe-e5d0c7b27f4c,4135249818
107,15a2293d-7318-4af4-926f-3ef3e9d9e3a0,4135236753
108,dd7ac855-f4b4-4461-87e1-bc20893d2daf,4135543203
109,4cb2ae01-e55f-4016-8a7a-888afbff118e,4135533581
110,732a058a-126c-4e41-b02f-6308819a0bde,4135568285
111,0f060c59-9bbd-49e8-90c5-d0ebbceb9b11,4135541020
112,c4c73c97-95ee-4e91-b595-c3498655d866,4134467711
113,0ddfde07-9c98-49fe-8591-7f1b307a2614,4135565386
114,a9283862-c269-438c-a2f1-327a376ac3c7,4135249032
115,5c61dfbe-9926-4390-99a2-cdae055c6aae,35238890
116,ffed0531-bce1-4a23-9f5a-2f924422a33a,9141062949
117,d1b5b514-c8f3-4b96-a38e-89c84c2620d2,4135249157
118,e0bafafe-98b8-4ebb-b3ab-ad300b699a26,4132348982
119,d6248372-e922-4480-8b12-27d1b5233749,4132337129
120,e7b834c7-b89c-4cd2-9e49-32eb066934a7,4132358828
121,551efe34-510c-4d84-82fd-8a91687093d8,4133807735
122,2f5f04e4-d888-4c81-b3c2-4134d08fb081,4134440234
123,8a791120-7e01-4531-80da-dd21c2b77e71,9148032159
124,888206a8-ff7b-484f-866f-53be5a75d9d1,9148032159
125,5d9c6181-342a-4f4f-ae0a-16409471f716,4132899353
126,41019dfd-ac36-4a2c-b916-446d213cf11e,4134209516
127,a462311a-f642-4152-9339-3a4d4c759b25,4445247070
128,63f8a567-8539-46c3-8a09-a183e3f853cd,8736217964
129,84891340-b19c-4f5f-b0ec-c3602f8a4187,9120618870
130,9f984edf-147b-457f-a847-038fdac9040b,8433380348
131,7ba7a648-23b5-4538-983c-06355d1a77d7,9182607085
132,856ae53e-1979-4a9f-8ba1-6c56bf275bc9,8422243251
133,0c5aa29d-738d-46f7-acc8-bf05bb94742e,9188778175
134,8ea3dc21-441d-4db5-85b8-ab6de492481b,8733244847
135,260aceca-d925-49bd-bf13-abacf3e5586c,8733561502
136,f567eabb-932a-4465-b823-652fa1d0ce85,8334277669
137,41e99a1f-997e-4ec0-8d15-16d1e3b237c6,8317254850
138,fe5aef75-4441-4d48-8b6e-510e81e11135,8314277277
139,9ccb3679-fc0b-4f71-96f4-cb65d3e027ef,8337224338
140,6bf3141a-6fcb-4e82-99b6-607f87d05677,8338455282
141,b46feb4a-8670-41b9-a0a2-5af5a317fbcd,8338455084
142,f9eba58f-5b4f-4121-9618-9ac0608ae8fe,8338353770
143,47190a38-e194-4e92-9e32-1a904a49c11c,8338353447
144,f00125c2-d063-4aba-822f-015b83e34856,8338396383
145,7b7556d2-692d-4765-b79a-2fe3924ccc40,8338244425
146,2e5454b4-6c53-42ed-a537-9b154f94bf4f,8338398005
147,e2ae0f49-db72-4c3a-a2eb-83545ee73ef0,8338388620
148,adb6e244-3c69-4cc1-aeb5-1a0db9282b34,8338256009
149,2ccf6c86-6554-4356-abb2-2aa3bc5d059f,8338390417
150,46a6f4a9-d694-426b-8bf1-ac46dfc7ec26,8338253620
151,7f3a996a-f53f-4fc0-ab8f-702177ceed24,9376899989
152,1328fdf8-66d9-4a05-93eb-5b78a3efab5b,9374422421
153,cb670b18-30c6-440b-95e7-797038e9625f,8337263040
154,554bdd0a-7b88-4333-b665-a7c65b8e7884,8337246282
155,1497afb0-4262-4f67-ae02-d74e82a33530,8337240039
156,9a4d6273-64de-4781-afe3-aaaf16fffcf0,8337202813
157,af1f1c2b-2451-4a2b-8eba-b5c3a3dec48f,8337287080
158,9827032d-46d4-4c17-9066-575f61f878eb,9188021800
159,b56c1ca6-b6ae-496a-b17d-44eeec661889,8337247500
160,757a5631-3070-433b-8481-76fa05dfb4cb,8435226626
161,1c068621-990a-4b6c-9e5f-44f94dd6b58f,4143221637
162,1308433a-2fee-4625-be69-e24c4b6a2ef8,4143224669
163,5c68ec9a-f6cf-407d-8206-823fd8eef37a,9337747080
164,9f5c7a2b-4c70-4104-a937-d54308e1be8f,663332131
165,80f72534-9c9e-4459-bc4a-9be86d506f53,9143532306
166,7a304f8a-b286-4bf9-8f43-84a8d99b2fed,4533246131
167,a6b6b17b-2863-4abb-bf95-d6babc423e6f,4533245164
168,d2cf9e0a-28be-4822-bdb9-783341503960,4533441874
169,385ac42e-6aea-44cf-a861-744c594f2741,4533729666
170,f105f40b-a464-408b-9272-21ac353399e0,33324260
171,084a7edf-bfa6-463c-99ea-c7d107be9909,38380391
172,a6934e63-af30-4245-9fb5-41cb22d50784,9183123781
173,06cc8f89-899c-4f97-8278-e70e3693a91f,6632234417
174,9cc50c8e-898a-4cd4-9c6f-11715a4af6d2,6633357099
175,386595a7-c030-4e3f-9658-a21a46b496e7,6633339999
176,211fd8e5-8836-409b-91df-e730d9721625,662234848
177,749637dc-bb5d-4261-9fb1-b2f69bc71f69,6633305235
178,6d9de576-8889-4e09-b73f-86f983b2c435,6633225553
179,ed90e465-7618-4135-8ae6-b9edc9160710,6633434612
180,5f7abfe6-7346-4443-a0b1-04a1fabbd266,6633236736
181,03a95e3d-60fe-4de4-a6df-60c9d62dc753,6633354177
182,dc710b64-ac3d-4663-84cf-3d3cc1884c51,6633229347
183,3bae6c93-1160-4e58-8041-75a15c546de8,6633235793
184,84421e48-df1a-49a6-a77a-2b65ad26d86d,6633202800
185,3e775cdc-2e20-4492-b5d7-dfb7db07007f,663118
186,4dc663ec-5e19-4ea3-baa4-d5165aa3c736,663118
187,9f5086b7-833d-4093-a375-a171f82a2a48,6633234337
188,988bf1ea-66bc-42a9-beb3-cbc4796e890c,6633225672
189,b3ddd3fb-5710-4b1a-b912-bca8be3c5b7c,9163613418
190,aad3ad4b-2cac-41a5-a4de-d6863a7beb4f,6142254750
191,41aed017-37e9-4798-9304-19c3b2ff9909,6142426926
192,a9663187-ee15-49d4-9eb2-9f97d49ef462,6142828236
193,74628978-1e42-43b7-9ca4-645c72b03078,6153242437
194,754b386f-7d3a-45e4-8177-846de2f418e6,6153365555
195,b1f68e85-77ca-4fa9-a1c8-7d15a203f8cf,9033612206
196,aaf27dd2-43c7-458a-ab12-2e5f79faf1cd,6153546666
197,27c5cfc8-b3eb-41f7-8916-96d2fe8c3c8b,9119810544
198,8f57dcd4-640f-4627-9a98-6b733332eaa3,33469415
199,080692be-6f0e-409c-91d2-ffd768dc6c6b,33433290
200,12e0b797-88d6-4b0f-8409-e43bf60ae11b,33740505
201,02e8893a-e839-4869-8d5c-202970f2e85e,33777057
202,1aeaefd4-172a-4e9e-9d31-9241be52c838,9198442922
203,70421f6f-adb5-4e58-b513-d15b0320f5dc,2433770185
204,f35a6eef-98ee-45ae-8efa-514878e81ba5,9198442282
205,04d58c2c-f424-4e55-bc09-374e97639729,2433779443
206,ac77962f-71b5-46d1-868d-152b83739d24,9122416484
207,4624c65f-d956-4c9f-a891-91f8137bf7a0,33226097
208,400cf2cf-c719-447b-a759-3722e54b7b46,2433442957
209,7481f3f7-1af6-49dc-818a-efa26b7644c2,2433338323
210,fd3629a9-6c2c-44aa-ac08-1d55a7aef730,2433366574
211,82e40563-17fe-40ca-aa09-909edcf14f9d,2433745951
212,45c9b51d-6384-4b4b-a70b-35cad48fa8d0,8132534050
213,67f154db-4ff9-4c3d-b91f-0f7aaf299a2c,8138256201
214,9f7d5a43-a44e-4a39-8ed4-6b9be6cab230,8138228562
215,84fe7e46-838f-417d-9eea-ef82a58c1859,9186115088
216,3e17be22-94de-450f-8d44-425811aa9f11,32531778
217,7d4fe31b-9ede-4272-9bea-915656491682,9222993242
218,0db47d9b-ae1d-4055-b460-9c30b6c9b25a,8138210300
219,b14e9a6a-e51e-4758-b211-9df68f52ab87,8131333
220,b3ab149c-ac86-4d7d-b38e-8d2336785999,8138262640
221,f6d745eb-7042-47bf-9bfc-044335deefcc,38331077
222,c3fc9b09-7b10-4c53-8805-d8af0efe5ba2,9126773047
223,db248c3a-d5e9-4560-af04-0e21da470f36,8138260439
224,8c3b022f-ab7e-4a08-bc9c-2999ffc26282,8138372004
225,b64fc0d2-ac9a-47f1-b9f1-10fe1086584e,9360001099
226,7079326d-8ce4-426e-8c02-18f8bf89f490,8132227086
227,acd890db-8e3b-47a3-a388-b9c95c39c074,9123788216
228,761d5f0c-d64f-4193-9aa9-6d8a27ad500d,34442005
229,59371942-1afa-4764-8136-4e7fa5126e1c,6134459529
230,aa8e7221-e856-4906-b830-05d56a099fb9,6134449797
231,8e8ed75b-ea09-4f38-b65a-cb75d7cb23cb,34491954
232,a209c15f-0396-40b4-87c8-316ca7de2508,6134430601
233,ce29e5ef-0315-4884-aa2a-acfdefa8b66b,6134493054
234,a88b4c42-8dd1-463f-b454-23dca127cb32,88022244
235,ba526f14-38e1-4699-ad80-52074037b13c,9163110000
236,8103c8ad-8cba-4549-9402-8da025d0797a,9374454048
237,152306cf-aeb7-425d-9ba7-eb903410d54d,6132268780
238,f3eaba40-284c-4a59-b472-ceeb62247c54,6133928240
239,08a1b589-72af-407b-9afe-c717b97ecbf2,33927007
240,92427f47-b2b1-4d6c-815e-cd518d392a4c,9169207040
241,e36daaa0-badf-4f98-ac60-e4320ed45039,9154774916
242,9514b494-c27c-49ee-867d-774825290575,9161116915
243,3ef88188-e3cf-4ab9-b700-1fa6ab1aa5bd,6133925232
244,c84cff64-9d42-4296-83f0-876207af3de4,33922020
245,edbae5b7-38c2-41d4-8c63-0af21b40d835,9360010091
246,9bee2102-99c0-41a0-932e-940757f93677,33922152
247,d6a44700-5683-4ad5-bc93-2dcd9bd55312,6132925470
248,63065f7c-bc05-4ba6-b8a5-db6048fe22d4,33924616
249,763a3e1a-7640-4d37-ba1e-c45aeecfa08b,33372241
250,1093faf4-ffdc-4ac8-9a1d-5a8630bf63b6,33913020
251,5570362f-e449-4451-abdf-1317b074fb60,33333788
252,0ff27418-3fdf-43c1-b985-da26108bbb73,9372184192
253,3405d4ba-784f-4e45-8234-85c5ae69e69c,33902571
254,9bb6b65d-f31f-472d-8425-6b4197f795d3,9026299009
255,e23d74dd-f30d-40f3-98fc-1424effa98ae,33913276
256,f5739e54-d6a0-468a-85e0-d5dde9bc6873,33333388
257,b1602b11-3a8d-4046-b0b1-68a9e7091a31,33330707
258,b0bbb951-7c70-4acc-9735-ac82a1279ea0,3330047
259,044305dc-7d60-458c-92ec-b475d1fcf72e,33338383
260,0ef8f6cb-3b0d-4fa3-860d-744547d6ae3b,613390545
261,a288c33a-50a1-4d7c-9cf4-015b08e28f46,9199913007
262,142226ff-9688-486c-947d-1a30d9fcfc97,6133362718
263,5c868b17-b8b7-46e6-96e6-0af5e7e44db1,9169778006
264,8691974a-5681-45d7-9aa4-871b94e78af9,6133743515
265,f261a0be-be12-4f5f-80e0-119938804148,6133743641
266,126f087f-1eb6-4261-9916-915d345b1ae9,33352120
267,99d4374e-15db-4f77-8516-fbd0954174b5,6133328300
268,755c5eb6-4604-411f-a03f-b64bcdf207ed,1344392008
269,ccf980bc-4e88-4787-90aa-7330d06e786e,1344321097
270,caa5c3fe-f340-4f58-ac53-d12cbca46dcd,9113346335
271,a1c01599-55cb-4753-aeb4-dbbca609e861,1334725661
272,c1e44567-479a-418f-b047-0161248c86e0,1333847991
273,5b0e8b89-0cd1-4333-9a0e-132343664f00,9119400697
274,cf9ae9b4-37fb-4b65-90d0-0c804b4de3f4,1344429620
275,a28d0bdb-760b-4f82-9a78-e37d324aa7c2,1344511768
276,afaa48d2-3184-4501-b3c3-4a3fd308b265,9117490020
277,8efbfa8e-49c0-44d8-a05d-046c11cd812e,1344549441
278,8187efe6-d3bb-4f2d-85fe-e82434e99e37,1344545940
279,ef2d45df-21fc-4347-a939-fb4ffa3cea98,9306489760
280,826431ca-2d1e-4c1b-bb74-7e0252129e95,1344525427
281,686e7a74-ae49-48c2-9286-921ef8a04f90,9111316241
282,e94da876-5759-43ff-adff-7009b5b6863d,9118339891
283,e99eec23-dbc0-49b8-ab80-8b9ae25d272f,9332143354
284,e72c1927-0019-4491-a99e-491e32934d9e,6152323344
285,29e997c0-a557-4e00-a748-dc4487e71e8c,9129454941
286,cbde4823-c88b-40c7-8c91-29149e7cd4a2,1334557220
287,6a2a16f6-2837-4aed-90d0-6cd3e9d4bb5a,1318892582
288,af62dea3-9879-4c94-bdd0-803f947b6e12,1334427589
289,a24d083a-6f45-4504-97c8-fc73eae2ff29,1334490894
290,0ae53ce7-07a1-43bf-a1b9-95dd7869c159,9051657760
291,e3e8010c-247e-4663-92e9-94dfe37e4a79,1334420473
292,2c58fa76-c2fd-4a54-8014-d3235c575b09,1334438990
293,f69b6dd1-afdb-4d10-ac21-6a6aae16d29d,1333833995
294,367ed3c6-fd64-4ac8-a040-88493c74def5,1334490689
295,99de9626-245c-4b04-8be8-db419d7025c3,1334438597
296,af7c5718-58d3-4a3a-93d4-d9abf800c4b3,9393591301
297,fac05330-5714-49f2-807f-fc4d8a6ebf70,1333758272
298,49822834-f965-4a0a-9a85-f3ee9e4a9435,1344450661
299,266369ee-a378-4afe-adc8-ce6a5e89e3f8,1333666090
300,cdfdceac-113a-4bb5-a435-71773574ebf1,1333610120
301,5bad9d79-aaf6-4f77-9a2a-d8008bccdcdd,1333604238
302,e52800aa-5cf8-43b9-898f-9a385b5c50ab,1333722752
303,00d87ddd-fe3a-4689-b5f4-a4fe161c298b,1333340819
304,5f3ed2ea-0fdc-41d2-a010-42c3e5d29ca8,1333340819
305,908419ef-5e65-4d4c-81dc-ed26a4f0e29f,1333754883
306,2b352b75-2754-43ed-9842-6192bb0e8d41,1333736602
307,7ca221b2-f27b-4305-a2e5-233feb0850ff,9360078111
308,699b1902-2e2e-49a3-ac1b-f96785cef3d0,133484
309,fc0490bf-3eae-473f-bdf7-94a6885f8cab,1334250
310,bfed3de3-1c54-4429-af7b-0d597ff9fa40,1333113636
311,509de6f5-4ff8-46bc-b479-7713cb295e13,1333368830
312,f021b444-74cf-48d9-9673-d33df5dcced0,1333121805
313,17928419-a8f8-4dbe-9ce5-c512b4eb3158,1333332693
314,da248f2d-13e9-41af-81d0-47c5b6e25f7d,1333737449
315,d57c04c7-d746-4755-9655-65d7aa38380f,1333724656
316,70a3ed4a-853e-479d-b02c-fc0535416037,1333725071
317,147d453e-b321-4a86-a0d8-9244d5e6cc51,7727822
318,f23f7796-8b36-40fc-8531-cb73148e17c8,33720721
319,71d2177a-8b65-4590-8fdc-db4671ead652,1333366565
320,b8f93fd5-e31f-42c8-a6fb-fbdf9c5fbb69,133432
321,f7137ee4-1d1e-4fa7-8e19-9e86f38f83e1,1332133112
322,5692e9d9-3559-4766-8760-e14df8e67161,1333773038
323,533cf440-c292-4ea7-819b-f3bcd577a873,1333781811
324,8172171d-f5b9-4cf3-b037-c5354d659f83,1333772055
325,5099ec4b-c306-43c7-b3b4-45c4ca38d7ab,1333770485
326,07952bfa-998f-490d-b50f-514f19e94982,1334243
327,c17c1074-e51c-461f-8337-d99c991c6cba,1333771704
328,6b7d7a13-3685-49de-b199-7c3d59f4eafb,1333777097
329,c25758a6-e911-4264-8ca1-bae05608d5cf,2188022244
330,deb7d529-59d5-464d-9b88-9750dec7deac,1333772252
331,d4168dfb-ff0c-4a47-acd7-48e985ab9331,1333220333
332,1226f715-d363-4d4b-b1e5-2e97887bcd3e,1333587772
333,7440d1ea-ca6c-4048-8242-55f5a5cabe4b,1333509093
334,e440d595-cd4d-4893-b877-8a32d190f846,3133584723
335,9a4862b2-c351-4f4b-829e-eea88a867e77,1344404915
336,6e983e5c-284a-4caf-8809-9e7c623bb754,1344403334
337,e3f84290-381e-464e-8e26-e298913957e3,1344425151
338,3175f5ac-c7cd-4dd5-b93a-769680306704,1342324370
339,8d21ef90-2792-4f15-98d3-f7266edb236e,1341324152
340,3378f994-88de-45f1-ac5c-f87c87b54ea3,8633139371
341,aab35dc2-b991-43b0-9ed6-97a7d0959920,8634021160
342,504c1029-79e9-457a-b39b-f2984beb1236,8634021032
343,72961449-1a39-4199-ae41-be9e6959c1bd,7632783500
344,bc77b4c9-477e-432a-b578-3e441c958287,32222288
345,b55a6a6a-6f62-4a53-ae4a-6efc10b53ab5,32247444
346,2331c1c1-4508-4f04-8542-d93b85e7e588,8634021212
347,bcfb7447-430b-4ef3-bc33-e78477e9fe3c,34057080
348,c45e0067-d2aa-4a1e-8ca8-8de646f6af05,32228975
349,30e94192-928a-41c6-b87c-c46be7f42cd3,32244440
350,b62486fb-de8a-4387-9519-b8d5661dffcf,1342503879
351,86773fa7-8c6d-457d-959e-ce0edd9d25bf,1342554230
352,e9ad28cf-f86e-42de-9665-3ff5daf17f2a,1342535555
353,16fb89c6-ee5c-448d-bd15-1b7feabf4791,1342536128
354,26cc2e6f-5ae0-4f25-9ce1-1ff8aae0d95c,1342527446
355,d03ce641-0617-4a48-b64b-55ea5d15c2fd,9119391614
356,4b9ed13a-84e7-4d69-bcae-7713c844060a,1342532066
357,8dd0ec62-9ec5-46a5-a0f4-9e10b856a092,9197702697
358,c3537ef1-cf1f-47aa-92f6-504267cf2ae5,9118120012
359,1ba615c5-ac81-47b0-96c0-05fc5d3d86e4,134238000
360,402543e7-5a63-4ef1-807f-08bba581c1f0,9113410638
361,7654e275-b4d9-45f2-9710-b1192ee1ff6f,1342428161
362,b4fc5310-d081-4e20-a907-fe9a17ead730,1342427971
363,4bca4dd1-0f2f-442b-9cf1-55ac42ca0453,1342428683
364,63a891aa-f29c-43a1-9804-90d9944c3aaa,1342221000
365,cc30a3cb-f0d0-4892-ac25-1c8bface33fe,1342421920
366,2bc58289-2ffc-4fa8-b3a9-d9c50e837a7b,1342428400
367,eaec94e8-c5be-4ea0-a87c-65e5303d927f,1342424088
368,1fedc880-0533-4be2-bcb9-c219ee8da500,1342426006
369,4e852fbf-b72f-4bb1-9743-fc488ff52995,1342922
370,d3999f2d-b0ad-4469-9729-9f13f3f87015,1342225322
371,db214471-cab1-467b-a8f4-6a736c3e58af,1342333844
372,1a31efdf-3746-4948-b14b-1c0ce06b15af,1342216900
373,1c2cb589-6b8a-4332-9c74-052f13d1c4ab,1342211212
374,a3ff4a4a-dcca-44b4-b0b8-2f24ecd786ca,14142237070
375,5e88fa81-2b72-47a2-bd9c-dedede7009b6,9119448791
376,0b74b60e-3f7a-465c-a29a-153d8e7384b2,9113431052
377,c1ca27f9-1b90-47b8-8357-7e4a16dc9605,1342246668
378,a1ec57f1-b3ba-4905-86da-2fadd0cfe3ef,9117783785
379,c4ebfa83-c7c3-4177-9958-02efbab429d3,9114681165
380,fb88f8c7-7a4e-448d-ae9e-16be889adbe2,9383594637
381,c66cb0c0-dddd-4395-8f73-8bbcec0fbdd5,1342686350
382,7fc77d75-088b-4742-8593-a2a19810a17e,132685715
383,db0c5dd4-dc7a-4e38-8f53-a14000e2a801,1342626383
384,97b16a25-c733-488a-9e17-c4e4ac284c94,9039758606
385,082da458-f280-494d-836c-0985c77fdf07,1342627464
386,f9cff2d4-fcd7-4422-b64f-f049c6a46376,1342629093
387,2cc1db7f-c0d9-47eb-a693-c10c5896b202,9113433507
388,bd164b98-8e6e-4291-b892-0796dc88abd9,1342625704
389,8e1043f8-8286-4f01-9133-77e5c93c4268,1342624912
390,65f424d5-f415-4c43-b0d0-0b999964fa37,1342619495
391,9d201aee-8d19-41c8-8e5f-3a6a64c4b93a,33229996
392,523f7d23-a67b-4473-84b7-3fa17d4a1afc,2833697545
393,596f6b95-6b4f-498e-92c5-f1822b33a9fb,9358559363
394,a222ed40-ae7c-40e9-b9a2-a52bcb1b2a30,2833656556
395,7c54d264-09f9-4c2e-a53d-e2ec295b4072,33991012
396,cf5c21f3-a13c-40b1-9b63-73a1cc559c78,33661370
397,034a77a9-460b-4799-9441-e9aeeb53da21,33379095
398,a4bc27c0-c8af-4d42-87b2-89e4cbe37b27,33352025
399,04a4d589-485f-49c0-aef2-d313f2d328da,33330030
400,5c8c2bb6-b4a4-42ea-8618-1ae9ead32270,33350736
401,1cf01880-ea4f-4a16-a4f7-de59d1f59e4a,33326126
402,3695f9da-31b7-4d2b-a322-269e52e9f7e2,33220588
403,e170ed33-a713-40ac-9f2f-f8627bed99bf,33228962
404,3cb6b9b9-586d-4cf5-a029-e6c32fab0a9b,33360968
405,03d36d8b-fa72-4f28-b2f7-d3b02afea610,33333385
406,135e3963-201d-4a4e-b8bc-259e2a288e60,33369996
407,9060c00e-9eb5-4e75-9b72-3d361f55682e,10
408,91cce88b-f531-4ba1-8de4-f436264adb21,33370413
409,58375396-56e6-42be-a5a0-a6470359bbb8,2533351001
410,daa750e7-cc6c-46a9-8652-4e8eb4f9fcdb,33368201
411,92c43856-b290-4b19-93f1-bd9c0b4daddd,33335152
