,MenuItemId,MenuCategoryId,Name,Description,Price,Likes,UserLiked,Image
237,57febeaa-1d20-4526-8f73-2eac8a049a6e,eb27924d-cd9e-4fb1-ad97-a1bc453f16bd,ماشروم برگر,,46500 تومان ,0,False,
238,dc00e613-5546-4be9-b5ef-3d1d15216b26,eb27924d-cd9e-4fb1-ad97-a1bc453f16bd,برگر فرانسوی,,56500 تومان ,0,False,
239,3049f593-7993-484b-94e7-55a79bb6a571,eb27924d-cd9e-4fb1-ad97-a1bc453f16bd,ذغالی برگر,,40000 تومان ,0,False,
240,d5b51dc9-885a-41b7-9fff-623ae5836a99,eb27924d-cd9e-4fb1-ad97-a1bc453f16bd,چیکن چیز برگر,,55500 تومان ,0,False,
241,72ee76ad-8738-4f08-949c-c97be1ad0c6e,eb27924d-cd9e-4fb1-ad97-a1bc453f16bd,اسموکی برگر,,49500 تومان ,0,False,
242,a17f2143-9ef2-4e6e-8b37-ce5bdb482e6a,eb27924d-cd9e-4fb1-ad97-a1bc453f16bd,دابل برگر,,70500 تومان ,0,False,
243,0ecda1e9-e40b-4e8e-8a9a-ee2d39027b74,eb27924d-cd9e-4fb1-ad97-a1bc453f16bd,چیکن برگر,,52500 تومان ,0,False,
244,d59e9b5c-6244-49fb-995e-4e134b67ecd8,8f5dd473-6d89-4b61-826b-12d858c52e43,مرغ سوخاری دو تکه,,39500 تومان ,0,False,
245,ab0c761d-53b7-4ebe-9a4b-7864e78f8adb,8f5dd473-6d89-4b61-826b-12d858c52e43,فیله سوخاری دو تکه,,41500 تومان ,0,False,
246,93590a60-478b-4d58-a06c-56c80e687ce1,d1e12676-f0dd-4806-8a68-c962cfe98e50,هات داگ ویژه,,47500 تومان ,0,False,
247,43befb5b-6ce5-442f-9b2d-69f965d7f19e,d1e12676-f0dd-4806-8a68-c962cfe98e50,هات رویال,,55500 تومان ,0,False,
248,a4494628-7d21-4524-bd76-7d1204c34cec,d1e12676-f0dd-4806-8a68-c962cfe98e50,هات داگ پیکل,,40500 تومان ,0,False,
249,ef561d46-893f-4f3f-98bd-8ac9cb892551,d1e12676-f0dd-4806-8a68-c962cfe98e50,ژامبون تنوری  ویژه,,44500 تومان ,0,False,
250,51011a6b-fa20-4b93-8fbc-b7463616a364,d1e12676-f0dd-4806-8a68-c962cfe98e50,ژامبون سرد ,,40500 تومان ,0,False,
251,dd491848-56fe-4f2c-a021-1b21f350fa31,03ca9784-d8ba-46e8-add6-d91fdd5ab72a,نوشابه,,,1,False,
252,a5b8f4c4-3d3e-4156-9593-1b6c26a4c1e8,03ca9784-d8ba-46e8-add6-d91fdd5ab72a,دوغ,,,0,False,
253,40688165-90b0-49d0-b392-2bec4b1dc77b,03ca9784-d8ba-46e8-add6-d91fdd5ab72a,دلستر,,,0,False,
254,84334352-5f63-4f66-8c58-da1b4d3fbb3f,03ca9784-d8ba-46e8-add6-d91fdd5ab72a,آب معدنی,,,0,False,
255,53d6d9d6-22d7-467d-9ddb-37b915c7ea5c,1c847f19-432f-43a1-a86d-3617bb451cdb,باقالی پلو با گردن,,198500 تومان ,5,False,
256,fd5491d0-5c39-44aa-8079-651b71616165,1c847f19-432f-43a1-a86d-3617bb451cdb,زرشک پلو با مرغ,,74500 تومان ,2,False,
257,edacd659-b0df-446a-9301-a53386675158,1c847f19-432f-43a1-a86d-3617bb451cdb,ماهی کبابی,,138500 تومان ,2,False,
258,16eb0025-aed7-4bdb-a80f-ab3d73d36d7e,1c847f19-432f-43a1-a86d-3617bb451cdb,باقالی پلو باماهیچه,,215000 تومان ,1,False,
259,fcebf7a9-51e9-425b-a25b-05a33a8b2d5d,529ea1d0-c6d1-41d2-b2b5-455105300b5e,جوجه کباب با استخوان,,104500 تومان ,3,False,
260,7cafba10-7e7c-49e6-8408-31bce290bf8d,529ea1d0-c6d1-41d2-b2b5-455105300b5e,چلوکباب سلطانی,,198500 تومان ,2,False,
261,e01287f5-7e52-4b14-9fd2-3ef8ce517ce1,529ea1d0-c6d1-41d2-b2b5-455105300b5e,چلوکباب لقمه,,108500 تومان ,4,False,
262,45efd858-985a-4b49-b790-7141721d37ed,529ea1d0-c6d1-41d2-b2b5-455105300b5e,چلو جوجه کباب بدون استخوان ران,,94500 تومان ,2,False,
263,27c49c1a-be32-4fd1-8929-cbe6f8ea9abe,529ea1d0-c6d1-41d2-b2b5-455105300b5e,چلو جوجه کباب بدون استخوان سینه,,88500 تومان ,2,False,
264,b6dcd18c-bfd9-4328-a235-e406228f55a3,529ea1d0-c6d1-41d2-b2b5-455105300b5e,چلوکباب برگ مخصوص,,188500 تومان ,1,False,
265,de3ea943-626c-4538-816c-ff08423a711b,529ea1d0-c6d1-41d2-b2b5-455105300b5e,چلوکباب وزیری,,114500 تومان ,1,False,
266,e9d72ff3-a8d2-4500-9797-77a92f3d6e42,133a49e1-b7e9-4ab5-b4e2-03dff8301116,نوشابه/دوغ,,,0,False,
267,38f54f6a-7aea-4267-ab16-8469feb7ad9d,133a49e1-b7e9-4ab5-b4e2-03dff8301116,کوبیده سیخی,,,4,False,
268,4e97dde4-3ab7-4aba-838d-862de3ebfb08,133a49e1-b7e9-4ab5-b4e2-03dff8301116,فلفل,,,1,False,
269,2c8c2ee2-3e9a-4378-99cb-8dcf184ef198,133a49e1-b7e9-4ab5-b4e2-03dff8301116,چنجه سیخی,,,0,False,
270,31d2a49d-42ee-4492-8821-e1a36d5db471,133a49e1-b7e9-4ab5-b4e2-03dff8301116,جوجه سیخی,,,0,False,
271,6c92290a-11fd-46fc-b457-eaa13fb7ee0e,133a49e1-b7e9-4ab5-b4e2-03dff8301116,گوجه,,,3,False,
272,54372319-14d7-4a43-a8b2-12c860abe4e5,aef46bb7-b6da-43e7-aa2f-081a67f30668,بروسکتا,,,0,False,
273,ed429d25-272a-4808-a688-fc0ccafeafc0,aef46bb7-b6da-43e7-aa2f-081a67f30668,حمص,,,0,False,
274,daba24d4-b174-4cf5-b23f-0a84e1aacc18,70399ef7-9b58-459e-8cc0-471c073dae0b,مارینارا,,89000 تومان ,0,False,
275,83281034-3bb8-46f0-9023-0e7dd8a94bc8,70399ef7-9b58-459e-8cc0-471c073dae0b,اولیو آنیون,,95000 تومان ,0,False,
276,0c3828e4-8f45-4e57-91a3-14c94eb9dcb2,70399ef7-9b58-459e-8cc0-471c073dae0b,گارلیک استیک,,138000 تومان ,0,False,
277,58b95663-73f0-48a5-8825-44a7b93ff07b,70399ef7-9b58-459e-8cc0-471c073dae0b,اور تولانا,,102000 تومان ,0,False,
278,0a9553b1-aeb0-4d88-972f-4cee9e339e2d,70399ef7-9b58-459e-8cc0-471c073dae0b,آل پستو,,147000 تومان ,0,False,
279,5682d9e3-9eb7-460e-8362-4ff80da799ca,70399ef7-9b58-459e-8cc0-471c073dae0b,وایت پیتزا اسفناج,,147000 تومان ,0,False,
280,b4c749ad-39cb-498b-b635-722443143395,70399ef7-9b58-459e-8cc0-471c073dae0b,مارگاریتا,,89000 تومان ,0,False,
281,c34060f9-6f9a-43d5-b50c-7b49268f2eb1,70399ef7-9b58-459e-8cc0-471c073dae0b,پپرونی,,140000 تومان ,0,False,
282,120d8dd6-5be9-41c7-801a-8abc84615a7f,70399ef7-9b58-459e-8cc0-471c073dae0b,بوسکایولا,,143000 تومان ,0,False,
283,06f17147-8792-4a80-84f7-93cedf83a3ce,70399ef7-9b58-459e-8cc0-471c073dae0b,چیکن بی بی کیو,,147000 تومان ,0,False,
284,ef1663dc-29cb-42f0-a778-b7a7093368c8,70399ef7-9b58-459e-8cc0-471c073dae0b,کالیفرنیا استایل,,148000 تومان ,0,False,
285,5cb99fdf-68b8-456e-b24d-d6723ede3cd1,70399ef7-9b58-459e-8cc0-471c073dae0b,کومپاتیولا,,113000 تومان ,0,False,
286,15fbdb46-5a80-41bf-b17a-ea360513d1a3,70399ef7-9b58-459e-8cc0-471c073dae0b,کواترو فرماگی,,143000 تومان ,0,False,
287,02d83bc1-2cbd-4bd0-a6c4-fb148ee90c7e,70399ef7-9b58-459e-8cc0-471c073dae0b,دیاولا,,117000 تومان ,0,False,
288,a9820076-04ce-42fe-a4ac-14a645d7804f,43d4b6ed-e762-4038-8bd3-53cb9af0ec7a,سولو,,,0,False,
289,cfcc7715-61da-4fb7-ab3a-454f15d5f3b9,43d4b6ed-e762-4038-8bd3-53cb9af0ec7a,قهوه ارمنی,,,0,False,
290,46b638c4-5aab-4c2f-94a9-492e2d1cdb1c,43d4b6ed-e762-4038-8bd3-53cb9af0ec7a,آمریکانو,,,0,False,
291,a179df68-a023-4154-b794-4ea9e52d72a7,43d4b6ed-e762-4038-8bd3-53cb9af0ec7a,کاپوچینو,,,0,False,
292,7eeaa4eb-fdfb-4872-a5ca-8610f1ab25f2,43d4b6ed-e762-4038-8bd3-53cb9af0ec7a,موکا,,,0,False,
293,1f595988-3e4d-4271-8529-9a24ac6029af,43d4b6ed-e762-4038-8bd3-53cb9af0ec7a,ماکیاتو,,,0,False,
294,28970788-144e-4c4e-84a5-9aaeea3e31c6,43d4b6ed-e762-4038-8bd3-53cb9af0ec7a,کارامل ماکیاتو,,,0,False,
295,5e9a552c-0222-4f66-a908-a6a6fc8fa37f,43d4b6ed-e762-4038-8bd3-53cb9af0ec7a,آفوگاتو,,,0,False,
296,85beda40-1e74-46b2-8a48-bcae91dba510,43d4b6ed-e762-4038-8bd3-53cb9af0ec7a,دوپیو,,,0,False,
297,016e3d77-7f80-4d0e-b220-ce25f37ddb19,43d4b6ed-e762-4038-8bd3-53cb9af0ec7a,لاته,,,0,False,
298,818a51db-1249-47e6-9186-90f20c3b133a,c5cea8bf-a106-472f-8b53-078507cfc762,نعنا مراکشی,,,0,False,
299,65286d20-e99d-48ad-9e47-a2e2d7ec5972,c5cea8bf-a106-472f-8b53-078507cfc762,کوئین بری,,,0,False,
300,f4940d4a-7b10-4adc-b246-a65954537b1f,c5cea8bf-a106-472f-8b53-078507cfc762,دمنوش آرامش,,,0,False,
301,3459aeff-5d12-440f-b628-d0b11b80bf3d,c5cea8bf-a106-472f-8b53-078507cfc762,ویکتوریا سان ست,,,0,False,
302,d04c897f-8642-47d9-958c-d97e797d552d,c5cea8bf-a106-472f-8b53-078507cfc762,گلدن وانیل,,,0,False,
303,78c64da7-5931-49bb-ab1f-11dfdbbdedbe,17186222-d08d-4d04-9878-0fac52d2e4e0,بلو کوکونات,,,0,False,
304,a118bd2e-3ddb-4b49-b694-1307a5aa60a9,17186222-d08d-4d04-9878-0fac52d2e4e0,هلو پشن,,,0,False,
305,09b93bf3-a338-4e4d-b38b-1665cad3847b,17186222-d08d-4d04-9878-0fac52d2e4e0,پینک,,,0,False,
306,35388137-127d-4a47-a324-45f8bc52937f,17186222-d08d-4d04-9878-0fac52d2e4e0,رد بری,,,0,False,
307,c1af1692-9a00-46df-a19c-46dec56dfc9a,17186222-d08d-4d04-9878-0fac52d2e4e0,لیموناد,,,0,False,
308,a5f90ad3-e1c1-41be-aafe-6f5b3095c7ca,17186222-d08d-4d04-9878-0fac52d2e4e0,بلوموهیتو,,,0,False,
309,97e1cb31-c016-4310-afd3-ae1ec2691271,17186222-d08d-4d04-9878-0fac52d2e4e0,موهیتو,,,0,False,
310,dee3952e-eb41-4d6a-b3fd-14e0f180cf6d,7d8b7e8c-3887-4d7c-857d-1cdfa9dd5af9,زعفرون بهارنارنج,,,0,False,
311,1049958f-ed17-44c3-b499-d9d76bee9691,7d8b7e8c-3887-4d7c-857d-1cdfa9dd5af9,کاسنی لیمو,,,0,False,
312,e1d42f84-4208-4b35-871b-88663d10f82a,f547d3b5-4447-48a8-bc97-af1a6fb6ebc9,آیس آمریکانو,,,0,False,
313,f57d70a8-45db-4a39-b3d1-b1cdcb9e7a4b,f547d3b5-4447-48a8-bc97-af1a6fb6ebc9,آیس کارامل ماکیاتو,,,0,False,
314,6eee4499-8db5-4cd1-a2b5-d9100fa7c7a2,f547d3b5-4447-48a8-bc97-af1a6fb6ebc9,آیس لاته,,,0,False,
315,c0ce7bdf-bfef-4800-bd13-e8dc7a6c5764,f547d3b5-4447-48a8-bc97-af1a6fb6ebc9,آیس موکا,,,0,False,
316,b8df8afe-025f-49c8-a5bd-10e04c75d418,a1d75177-6a77-4e67-871e-fcb99084b6ee,کاپوچینو,,,0,False,
317,fb6308d7-91b4-48dd-85e1-22a901eac056,a1d75177-6a77-4e67-871e-fcb99084b6ee,یونانی,,,0,False,
318,3ed0aed9-12dc-4cde-b99d-2513617dcd84,a1d75177-6a77-4e67-871e-fcb99084b6ee,چای,,,0,False,
319,2d450da5-e660-459f-bf04-3088263377c3,a1d75177-6a77-4e67-871e-fcb99084b6ee,کارامل ماکیاتو,,,0,False,
320,3baefab4-ff52-44d2-a20d-4bf3406fdb09,a1d75177-6a77-4e67-871e-fcb99084b6ee,ترک,,,0,False,
321,fb54f134-1ad5-4da1-b988-4e7ba95090a3,a1d75177-6a77-4e67-871e-fcb99084b6ee,اسپرسو,,,0,False,
322,a7944192-5158-434b-8a32-58f2810a9c6b,a1d75177-6a77-4e67-871e-fcb99084b6ee,هات چاکلت,,,0,False,
323,e1f3a850-87b0-4a70-8c30-7a5c27709348,a1d75177-6a77-4e67-871e-fcb99084b6ee,آمریکانو,,,0,False,
324,3a603bb7-e2f7-454f-ab55-8d75a52eb5b1,a1d75177-6a77-4e67-871e-fcb99084b6ee,پینک چاکلت,,,0,False,
325,20d36286-da38-459d-aaff-998b7f4ae970,a1d75177-6a77-4e67-871e-fcb99084b6ee,موکا,,,0,False,
326,91760b4d-82df-4c00-a635-9ddf2f4bbac4,a1d75177-6a77-4e67-871e-fcb99084b6ee,لاته,,,0,False,
327,4d57fca6-3db1-4e51-8764-a27c9a40b8d4,a1d75177-6a77-4e67-871e-fcb99084b6ee,ماسالا,,,0,False,
328,0c22c360-8841-4a5e-b5ae-bffba5680484,a1d75177-6a77-4e67-871e-fcb99084b6ee,مکا,,,0,False,
329,2f7cd347-dd6c-4375-8afa-c9cd3d43f504,a1d75177-6a77-4e67-871e-fcb99084b6ee,اسپرسو ماکیاتو,,,0,False,
330,6d0b9bee-2002-46bd-bb20-2bb88ffc4422,3cd68ad0-6f9c-4c27-b9e4-127da7dccff7,ماست موسیر,ماست موسیر کارخانه ای,12000 تومان ,0,False,
331,00e2f7aa-f704-4962-a737-2fc0f33d197d,3cd68ad0-6f9c-4c27-b9e4-127da7dccff7,زیتون پرورده,زیتون پرورده محلی مخصوص طریقت,60000 تومان ,0,False,
332,f7db9248-f9b2-435a-9dce-8a164a7e3c29,3cd68ad0-6f9c-4c27-b9e4-127da7dccff7,سالاد فصل,کاهو، گوجه گیلاسی، سس تک نفره، خیار، هویج رنده شده,45000 تومان ,0,False,
333,0c2f6a12-24bc-4280-b910-b5ec041d4049,3cd68ad0-6f9c-4c27-b9e4-127da7dccff7,سوپ مخصوص, سوپ تنها ارسال نمیشود با غذا اصلی سفارش دهید,50000 تومان ,0,False,
334,b729e255-97ee-4ddd-a9aa-dc785ad5016e,3cd68ad0-6f9c-4c27-b9e4-127da7dccff7,ماست مخصوص,ماست چکیده، نعنا، کمی خیار خرد شده-کمی پودر گل محمدی,30000 تومان ,0,False,
335,6123b2b3-3979-40b5-850b-2449922e7433,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک جوجه  ویژه ران,280گرم فیله ران همراه با مخلفات ,115000 تومان ,0,False,
336,2980b279-be6e-4333-9da9-42c6192ae314,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک کباب چنجه,یک سیخ کباب فیله گوسفندی 250 گرمی، گوجه کبابی، ترشی کلم قرمز، سماق، دو بسته نان و خیارشور، لیمو ترش یا نارنج,230000 تومان ,0,False,
337,69d76581-fddd-4078-b3d5-4381d69d6e22,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک ماهی قزل آلا,ماهی قزل آلا سرخ شده 400 گرمی، لیموترش یا نارنج، گوجه کبابی، ترشی کلم قرمز، دو بسته نان، خیار شور,130000 تومان ,0,False,
338,6ab07905-57df-4e8b-872f-578bfe34e53f,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک کباب سلطانی,یک سیخ کباب راسته گوسفندی، یک سیخ کباب کوبیده، ترشی کلم قرمز، لیمو ترش، گوجه کبابی، 2 بسته نان، سماق,250000 تومان ,0,False,
339,86885004-c6ac-4e03-aa0b-673ce4a8b2ff,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک کباب دیگی,400 گرم گوشت چرخ کرده، گوجه، سیب زمینی، سماق، دو بسته نان,215000 تومان ,0,False,
340,dad9e55e-bace-44a5-ab8b-8462f6683cd9,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک جوجه فیله,یک سیخ کباب  سینه یا فیله جوجه ،ترشی کلم قرمز، لیمو ترش، گوجه کبابی، دو بسته نان، خیار شور,110000 تومان ,0,False,
341,4eb650d7-0ef7-4850-9fd5-93c7e75c59a4,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک مرغ (ران),400 گرم ران کامل مرغ، خیار شور، لیموترش یا نارنج، خیار شور، دو بسته نان,85000 تومان ,0,False,
342,d012b970-af11-4ba8-9902-b2b32d2903c5,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک جوجه کباب با استخوان,یک سیخ کباب مرغ کامل ارگانیک 500 الی 600 گرمی، لیموترش یا نارنج، گوجه کبابی، ترشی کلم قرمز، دو بسته نان، خیار شور,170000 تومان ,0,False,
343,081b4e4a-3d25-4bc3-82a0-bc1203c783f0,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک کباب برگ مخصوص,یک سیخ کباب راسته گوسفندی 250 گرمی، فلفل کبابی، لیموترش یا نارنج، گوجه کبابی، دو بسته نان، سماق,240000 تومان ,0,False,
344,1645329a-aefc-40da-b970-df506af2327e,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک کباب لقمه,یک سیخ بزرگ کباب لقمه 250 گرمی، ترشی کلم قرمز، گوجه کبابی، لیموترش، سماق، دو بسته نان، خیار شور,110000 تومان ,0,False,
345,fb574d0b-2c78-4d80-a1f7-e0d986f6af8c,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک گوشت گردن,700 گرم گوشت گردن گوسفندی، ترشی کلم قرمز، لیموترش یا نارنج، گوجه، خیار شور، دو بسته نان,250000 تومان ,0,False,
346,8f5d8bdc-120b-406c-bd67-e33218e809ad,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک کباب VIP طریقت,یک تکه کباب راسته گوسفندی، یک تکه فیله یا سینه مرغ، یک تکه کباب کوبیده، ترشی کلم قرمز، لیموترش یا نارنج، گوجه کبابی، سماق، 2 بسته نان، خیارشور,280000 تومان ,0,False,
347,0fd66e69-c26a-46b1-ae7f-eb47b44d2fec,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک لقمه نگین دار,230گرم گوشت گوسفندی تیکه فیله مرغ,130000 تومان ,0,False,
348,eaeb254f-8582-4631-b42e-eeddda0f333e,2033ceff-ad00-43c3-b7af-5bdba535da15,خوراک کباب شیشلیک شاندیز,یک سیخ کباب شیشلیک راسته گوسفندی 500 گرمی، گوجه، ، پیاز جعفری، دو بسته نان ، لیمو ترش یا نارنج، سماق,320000 تومان ,0,False,
349,d2359765-b463-4468-aa27-0def4b426603,7ea90a61-5ac8-461b-820b-d11fa7aa1ae1,ماهی کبابی,کباب ماهی قزل آلا 400 گرمی، لیمو ترش یا نارنج، گوجه کبابی، دو بسته نان، خیار شور,145000 تومان ,0,False,
350,e791b35c-4865-4a71-8178-48c629b0170c,7ea90a61-5ac8-461b-820b-d11fa7aa1ae1,خوراک ماهی ترش تنوری,ماهی قزل آلا 400 گرمی، رب انار، مغز گردو، طبخ به روش تنوری، نارنج، خیارشور، گوجه کبابی، دو بسته نان,150000 تومان ,0,False,
351,d86367cb-4ff3-47b1-aea7-83c2923d41c8,7ea90a61-5ac8-461b-820b-d11fa7aa1ae1,میرزاقاسمی,گوجه، بادمجان، سیر، تخم مرغ,85000 تومان ,0,False,
352,89432808-cbb3-4d21-a829-8d3298ee69aa,7ea90a61-5ac8-461b-820b-d11fa7aa1ae1,خوراک جوجه ترش,یک سیخ کباب فیله مرغ 300 گرمی، مغز گردو، رب انار، ادویه محلی گیلکی، ترشی کلم قرمز، لیموترش یا نارنج ، گوجه کبابی، دو بسته نان، خیار شور,160000 تومان ,0,False,
353,73848611-7ab7-4eec-b9a9-b3c522d98936,7ea90a61-5ac8-461b-820b-d11fa7aa1ae1,خوراک کباب ترش,یک سیخ کباب فیله گوساله 250 گرمی، مغز گردو، رب انار، ادویه جات گیلکی، ترشی کلم قرمز، لیمو ترش یا نارنج، گوجه کبابی، دو بسته نان، خیار شور,180000 تومان ,0,False,
354,41b119b0-6977-4e36-b104-fd567b60ffce,7ea90a61-5ac8-461b-820b-d11fa7aa1ae1,چلو کره,350 گرم برنج ایرانی درجه یک، کره بسته بندی,50000 تومان ,0,False,
355,44a6255d-e9f5-40dc-82e4-1b9662f29e53,e62e30fa-be15-4f92-958c-ff0a1737fa1d,زرشک پلو با مرغ (ران),1/4 مرغ سرخ شده، یک پرس برنج درجه یک ایرانی 450 گرمی، زرشک,120000 تومان ,0,False,
356,37b99bea-126b-4c3a-8784-491664c37a01,e62e30fa-be15-4f92-958c-ff0a1737fa1d,باقالی پلو با مرغ ,حدود 450 گرم ران مرغ، 450 گرم برنج باقالی پلو,120000 تومان ,0,False,
357,1caeeee8-7e46-40bb-ba35-4e26ac46d968,e62e30fa-be15-4f92-958c-ff0a1737fa1d,باقالی پلو ,,68000 تومان ,0,False,
358,4382457b-cb70-4dd6-a795-66ee5ce6dbe7,e62e30fa-be15-4f92-958c-ff0a1737fa1d,باقالی پلو با گردن,حدود 500 گرم گردن گوسفندی، 400 برنج باقالی پلو,280000 تومان ,0,False,
359,4484843f-ef0a-4238-ac00-8588f4c6bdd1,e62e30fa-be15-4f92-958c-ff0a1737fa1d,باقالا پلو با مرغ (ران),1/4 مرغ سرخ شده، یک پرس برنج ایرانی 350 گرمی,135000 تومان ,0,False,
360,f0b74cc7-68a8-44d1-b9eb-b0224e8269f8,e62e30fa-be15-4f92-958c-ff0a1737fa1d,چلو خورشت روز,چلو خورشت  روز,85000 تومان ,0,False,
361,60b3dc42-fd88-460b-854e-0b8cd51bf59a,e6ea5afe-fec2-4bd2-b2d1-6de79a456cc5,کره,,2000 تومان ,0,False,
362,6a242b39-83cb-417a-bba7-1146f2bd45c8,e6ea5afe-fec2-4bd2-b2d1-6de79a456cc5,قاشق و چنگال,,1500 تومان ,0,False,
363,9f4a43cb-6958-4473-a1e6-5d196e4836a9,e6ea5afe-fec2-4bd2-b2d1-6de79a456cc5,لیمو یا نارنج,,1000 تومان ,0,False,
364,9b34875e-cf52-4ff5-a90d-7374c9ac3ac1,e6ea5afe-fec2-4bd2-b2d1-6de79a456cc5,گوجه کبابی,3 تکه,5000 تومان ,0,False,
365,e9cffc06-a3c6-4da0-a9a1-77aa3534c663,e6ea5afe-fec2-4bd2-b2d1-6de79a456cc5,نان اضافه,,1500 تومان ,0,False,
366,ee9ce433-2574-4d7e-b48a-e98a8889403c,e6ea5afe-fec2-4bd2-b2d1-6de79a456cc5,سماق,,700 تومان ,0,False,
367,1bfc6b6b-7066-4cff-9552-ff2b406bb6bc,e6ea5afe-fec2-4bd2-b2d1-6de79a456cc5,سس تک نفره,,800 تومان ,0,False,
368,22751f70-4102-447a-9864-145a0c6104ec,304c4a5b-5a30-447c-ba71-e6a104e4bc46,چلو کباب لقمه,یک سیخ بزرگ کباب لقمه 250 گرمی، 350 گرم برنج درجه یک پخته شده ایرانی، گوجه، خیار شور، ترشی کلم قرمز، نان بسته بندی، سماق، لیموترش یا نارنج,140000 تومان ,0,False,
369,1a6e43be-f09c-45f6-b18e-22df89dd2bdb,304c4a5b-5a30-447c-ba71-e6a104e4bc46,چلو کباب سلطانی,یک سیخ کباب راسته گوسفندی، یک سیخ کباب کوبیده، 350 گرم برنج درجه یک ایرانی، گوجه، خیارشور، ترشی کلم قرمز، نان بسته بندی، سماق، لیموترش یا نارنج,300000 تومان ,0,False,
370,e5865250-8479-44df-9705-692a8771c733,304c4a5b-5a30-447c-ba71-e6a104e4bc46,چلو جوجه کباب ویژه ران,یک سیخ جوجه ران، یک پرس برنج ایرانی، یک عدد گوجه، یک عدد لیمو یا نارنج، خیارشور، پیاز جعفری,140000 تومان ,0,False,
371,411c8e5e-1187-4bc0-b4ca-ac223a597abf,304c4a5b-5a30-447c-ba71-e6a104e4bc46,چلوکره,350 گرم برنج ایرانی درجه یک، کره بسته بندی,50000 تومان ,0,False,
372,6f896b62-97bf-4e94-8ebb-b3964ebcaf37,304c4a5b-5a30-447c-ba71-e6a104e4bc46,چلو خورشت فسنجان با مرغ,350 گرم برنج ایرانی اعلا، 400 گرم خورشت فسنجان مرغ,110000 تومان ,0,False,
373,4652c1d7-0a5c-461b-a34e-2ee288143a0a,0a55fa45-810e-462f-907b-156db53f7cb9,آب معدنی کوچک,0.5 لیتر,,0,False,
374,cf8ffe05-59aa-4d14-9602-57cccf2356ff,0a55fa45-810e-462f-907b-156db53f7cb9,ماءالشعیر قوطی,330 میلی لیتر,,0,False,
375,ad0bb979-73e0-4090-b0cf-58bd872ece76,0a55fa45-810e-462f-907b-156db53f7cb9,نوشابه قوطی,330 میلی لیتر,,0,False,
376,7b07f241-951e-4d02-9679-e273e89a7960,0a55fa45-810e-462f-907b-156db53f7cb9,دوغ محلی خانواده طریقت,1.5 لیتر,,0,False,
377,d30513e9-f279-4a7e-9fbf-eebbe6ef97da,0a55fa45-810e-462f-907b-156db53f7cb9,نوشابه خانواده,1.5 لیتر,,0,False,
378,57506b8f-a445-452c-bc26-ff7d576bea47,0a55fa45-810e-462f-907b-156db53f7cb9,دوغ قوطی,330 میلی لیتر,,0,False,
