,id,name,image,types,styles,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,latitude,longitude,isSpecialPin,rating,priceClass,address,city,hasOffer,isClubMember,slug,HasReservation,ایرانی,کافه,شیرینی فروشی,سفره خانه,قهوه‌خانه,کبابی,تهیه غذا و کیترینگ,فست فود,بستنی فروشی,آبمیوه فروشی,پیتزایی,برگر,ترکیه‌ای,ساندویچی,بوتیک کیک,غذای سالم و گیاهی,آش و حلیم,نان و شیرینی,طباخی,ایتالیایی,فرنگی,غذای دریایی,چای خانه,فودکورت,کافی بار,گیلکی,لبنانی,باربیکیو,گیاهی,مکزیکی,هندی,بوفه ,عربی,سلف سرویس,گریل,اسنک و شیرینی,فینگرفود,مدیترانه ای,فرانسوی,آسیایی,تایلندی,فالوده ,غذای سلامت,قلیان سرا,مراکشی ,ژاپنی,مغولی,چینی,اسنک و شورینی
30,e49e1035-e47a-4a86-aff1-f9a7941a4c8b,رومان (تبریز),https://2.fidilio.com/storage/Images/thumbs/ddda52bc-8db6-4d38-9983-b928c101815f.jpg,[1],['ایتالیایی'],1,0,0,0,0,0,0,0,38.0466537,46.37138,False,4.599999904632568,2,میدان استاد شهریار(هتل مرمر)، استاد معين ,تبریز,False,False,roman_tabriz,False,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3acfda35-4f6f-4876-b6ff-563e152d6f69,تک درخت,https://2.fidilio.com/storage/Images/thumbs/a82f69d3-d0a6-4d6a-bde1-a3bdb795b08b.jpg,[4],['شیرینی فروشی'],0,0,0,1,0,0,0,0,38.0442,46.3532028,False,8.5,2,جاده ائل‌گولی، بالاتر از فلکه خیام، نبش کوی حافظ2,تبریز,False,False,takderakht,False,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32,6dd07e3a-8180-46c4-9288-068748d36cde,دیگ (تبریز),https://2.fidilio.com/storage/Images/thumbs/c7a67cc7-9dca-41b5-a65d-edf609aebcd8.jpg,[1],['آش و حلیم'],1,0,0,0,0,0,0,0,38.0477028,46.36253,False,0.0,2, سه‌راهی ولیعصر، ولیعصر جنوبی,تبریز,False,False,dig_tabriz,False,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12498551-99c3-494a-baa9-8860f63a3b02,جعبه لوکس,https://2.fidilio.com/storage/images/thumbs/12498551-99c3-494a-baa9-8860f63a3b02_0.jpg,[1],['ایتالیایی'],1,0,0,0,0,0,0,0,38.046608,46.3537178,False,8.1,3,جاده ایل گلی  ، فلکه خیام ، ابتدای 35 متری سینا ، نبش خیابان صنم ,تبریز,False,False,luxurybox,False,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34,da86a26e-8e02-4023-83ec-651b0312d071,ظفر,https://2.fidilio.com/storage/images/thumbs/da86a26e-8e02-4023-83ec-651b0312d071_0.jpg,[1],['فست فود'],1,0,0,0,0,0,0,0,38.044548,46.3460579,False,7.699999809265137,3,زعفرانیه ، بلوار دکتر حسابی ، مابین فلکه شهریار و شبنم,تبریز,False,False,zafar,False,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35,e14a62c9-638c-43d4-8c00-bddf4ea4ddee,پیتزا2000 (تبریز),https://2.fidilio.com/storage/Images/thumbs/908aecbc-3857-4a69-9254-45fafa865af1.jpg,[1],['ایتالیایی'],1,0,0,0,0,0,0,0,38.0551872,46.3731422,False,0.0,2,خیابان استانداری,تبریز,False,False,pizaa2000tabriz,False,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36,c4737184-4426-4a11-bb26-435bbe58184c,رز (تبریز),https://2.fidilio.com/storage/Images/thumbs/61bfc6a9-005b-4dc1-8586-2bc65990fe97.jpg,"[1, 2]","['ایتالیایی', 'کافه']",1,1,0,0,0,0,0,0,38.0471954,46.34753,False,0.0,2,اول جاده ایل گلی، الهی پرست، نپش ۲۴ متری,تبریز,False,False,roz_tabriz,False,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1c30aa22-9c1a-4404-8c68-c46b5f1736e1,توسکا (تبریز),https://2.fidilio.com/storage/Images/thumbs/e0ff1c99-0bef-4595-8c2f-8a928caa27fb.jpg,[1],['فست فود'],1,0,0,0,0,0,0,0,38.0494423,46.3513832,False,8.199999809265137,2,ائل گلی، روبه‌روی هتل شهریار,تبریز,False,False,toska_tabriz,False,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38,492f615f-aafb-40b9-8315-0a2a8fa4af3a,کافه پیتزا8,https://2.fidilio.com/storage/Images/thumbs/6fd54edc-9537-4a59-85ed-aaa5e372ea84.jpg,[2],['کافه'],0,1,0,0,0,0,0,0,38.0643463,46.3949661,False,0.0,2,اتوبان پاسداران،50متر بالاتر از لاله پارک,تبریز,False,False,cafe_pizza,False,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39,e489527a-7170-455d-a445-790daf089579,تاپ ناب,https://2.fidilio.com/storage/images/thumbs/e489527a-7170-455d-a445-790daf089579_0.jpg,[1],['برگر'],1,0,0,0,0,0,0,0,38.0552979,46.36109,False,8.399999618530273,2,ولیعصر-فلکه مخابرات -شریعتی جنوبی برگر تاپ ناب,تبریز,False,False,Topnob,False,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
