,id,name,image,types,styles,latitude,longitude,isSpecialPin,rating,priceClass,address,hasOffer,city,isClubMember,slug,HasReservation,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,ایرانی,تهیه غذا و کیترینگ,فست فود,برگر,کبابی,کافه,نان و شیرینی,بوتیک کیک,پیتزایی,گیلکی,شیرینی فروشی,سفره خانه,ایتالیایی,ساندویچی,فرنگی,عربی,هندی,غذای دریایی,گیاهی,غذای سلامت,غذای سالم و گیاهی,مکزیکی,بستنی فروشی,آبمیوه فروشی,ترکیه\u200cای,گریل,طباخی,لبنانی,چینی,قلیان سرا,چای خانه,اسنک و شیرینی,بوفه ,مدیترانه ای,آش و حلیم,قهوه\u200cخانه,آسیایی,مراکشی ,کافی بار,سلف سرویس,,ترکیه‌ای,فودکورت,قهوه‌خانه,فینگرفود,فرانسوی,تایلندی,باربیکیو
20,7f67f37b-2962-4ed7-b42d-202c5aa4ceaf,ریسترتو,https://2.fidilio.com/storage/images/Thumbs/508268f3-61f2-4c32-bb86-a78372b33992.jpg,"[1, 2]","['فست فود', 'کافه']",35.7162323,51.4267235,False,6.7,2.0,میدان هفت تیر، پایینتر از مسجد الجواد، بن‌بست هوشیار، پلاک ۳,False,تهران,False,risterto,False,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
21,822cc873-1acb-4455-bddb-56aff1d4dc7e,بندر,https://2.fidilio.com/storage/Images/thumbs/0a705955-9384-4af5-8ab5-3fe67e8fdc34.jpg,[1],['فست فود'],35.7203636,51.4300957,False,8.5,2.0,خیابان سلیمان خاطر ،  خیابان وراوینی ،  خیابان زیرک زاده ،  نبش کوچه آرام ، پلاک 18,False,تهران,False,bandar,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
22,2b9fe0f8-11c8-433b-989d-a708cef4555e,پلو خورش (سهروردی),https://2.fidilio.com/storage/Images/thumbs/70c26bd1-1aee-4d51-bc99-1a3847920f04.jpg,[1],['تهیه غذا و کیترینگ'],35.72113,51.4316673,False,8.100000381469727,2.0,خیابان مطهری،خیابان سلیمان خاطر،نبش کوچه عیسی وند,False,تهران,False,polo_khoresh_sohrevardi,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
23,95e54615-6341-4268-9059-7d8b4e351d6d,رستوران سنتی سیاوش,https://2.fidilio.com/storage/images/thumbs/95e54615-6341-4268-9059-7d8b4e351d6d_0.jpg,[1],"['سفره خانه', 'ایرانی']",35.7187767,51.428093,False,7.4,2.0,ميدان هفت تير، ضلع شمال شرقى ميدان، بعد از فروشگاه ياس، كوچه شاهرخ,False,تهران,False,siavash,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
24,0a0259f6-49cb-46b6-b109-a2990e66a5ff,راینو (هفت تیر),https://2.fidilio.com/storage/Images/thumbs/9450f239-ee24-456d-a075-8e620229b591.jpg,[2],['کافه'],35.71762,51.42721,False,0.0,2.0,میدان هفت تیر،هتل مروارید,False,تهران,False,rhinocafeclub,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
25,6fda3876-cc9a-4b1b-afe5-558603024317,فراموشی,https://2.fidilio.com/storage/Images/thumbs/0ef0e6e2-8c60-4963-8d5f-876e19f8decc.jpg,[2],['کافه'],35.7218361,51.43433,False,6.699999809265137,2.0, سهروردی، اورامی، نبش اسلامی,False,تهران,False,faramoshi,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
26,9df3e628-f0da-4118-94c1-f0796a053f19,وانتد,https://2.fidilio.com/storage/Images/thumbs/2d974531-2dba-4633-98e5-0cc07e2ced04.jpg,"[1, 2]","['فست فود', 'کافه']",35.7119942,51.42699,False,0.0,2.0,"خیابان بهار شمالی٫خیابان ورکش٫پلاک۱۷/۱
",False,تهران,False,wantedfastfood,False,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
27,73792de5-8020-4cf1-9324-a40e75fb35f9,هیزمیکس (مفتح),https://2.fidilio.com/storage/Images/thumbs/8031e259-adeb-4522-840c-8045743dc0b7.jpg,[1],['برگر'],35.7120628,51.42678,False,0.0,2.0,مفتح جنوبی، ورکش، شماره 17/3,False,تهران,False,hizomix_mofateh,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
28,eb18b8e7-1d49-4974-bdf6-114924689c29,آلن برگر,https://2.fidilio.com/storage/Images/thumbs/13c33641-c9e2-46a5-ac82-dbd5ac180323.jpg,[1],['فست فود'],35.721405,51.4315529,False,8.199999809265137,2.0,هفت تیر، خیابان بهار شیراز، خیابان سلیمان خاطر، پلاک 87,False,تهران,False,alenburrger,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
29,6e13e4e4-82bc-44a7-b581-c9b061d6601c,لتو,https://2.fidilio.com/storage/Images/thumbs/362d2101-940c-4c88-b426-d5168efcd735.jpg,[2],['کافه'],35.7120934,51.426693,False,7.0,2.0,بهار شمالي، خيابان وركش، نرسيده به كوچه سياسي، لتوكافه,False,تهران,False,leto,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,,,,,,,
